record_date,hour_of_day,city,corridor,congestion_index,avg_speed_kmph,incident_reported,road_closure
2024-11-01,23,Guwahati,Airport Link,0.363,36.0,0,0
2024-11-01,7,Mumbai,Port Access Rd,0.716,17.3,0,0
2024-11-01,10,Mumbai,NH-44 Stretch,0.472,29.3,1,0
2024-11-01,13,Mumbai,Ring Road,20.1,48.4,1,0
2024-11-01,17,Mumbai,IT Corridor,0.892,4,0,0
2024-11-01,20,Mumbai,IT Corridor,0.339,38.3,0,0
2024-11-01,23,Mumbai,Ring Road,0.332,45.8,1,0
2024-11-01,7,Ahmedabad,Airport Link,0.452,29.5,0,0
2024-11-01,10,Ahmedabad,Industrial Belt,0.407,42.4,0,0
2024-11-01,13,Ahmedabad,Industrial Belt,0.375,32.2,1,0
2024-11-01,17,Ahmedabad,Industrial Belt,0.661,14.1,0,0
2024-11-01,20,Ahmedabad,Old Town Bypass,0.686,22.2,0,0
2024-11-01,23,Ahmedabad,Ring Road,0.156,43.5,1,0
2024-11-01,7,Delhi,Port Access Rd,0.812,9.8,0,0
2024-11-01,10,Delhi,Airport Link,0.158,49.7,0,0
2024-11-01,13,Delhi,Airport Link,0.22,44.9,0,0
2024-11-01,17,Delhi,Central Market,64.8,22.2,0,0
2024-11-01,20,Delhi,Industrial Belt,0.384,38.5,0,0
2024-11-01,23,Delhi,Industrial Belt,0.218,48.5,0,0
2024-11-01,7,Nagpur,Old Town Bypass,0.601,26.4,0,0
2024-11-01,10,Nagpur,Port Access Rd,0.471,34.4,0,0
2024-11-01,13,Nagpur,IT Corridor,0.163,53.4,1,0
2024-11-01,17,Nagpur,Airport Link,0.589,28.0,0,0
2024-11-01,20,Nagpur,Industrial Belt,0.496,28.1,1,0
2024-11-01,23,Nagpur,IT Corridor,0.328,37.0,0,1
2024-11-01,7,Pune,Central Market,0.436,31.0,0,0
2024-11-01,10,Pune,NH-44 Stretch,0.513,30.9,0,0
2024-11-01,13,Pune,Port Access Rd,0.409,36.9,0,0
2024-11-01,17,Pune,Industrial Belt,0.57,26.7,1,0
2024-11-01,20,Pune,Central Market,0.587,21.5,0,0
2024-11-01,23,Pune,Industrial Belt,0.357,32.9,0,0
2024-01-13,7,Visakhapatnam,NH-44 Stretch,0.436,-,1,0
2024-01-13,10,Visakhapatnam,IT Corridor,0.435,33.8,0,0
2024-01-13,13,Visakhapatnam,Central Market,0.464,32.5,0,0
2024-01-13,17,Visakhapatnam,Industrial Belt,0.598,20.9,0,0
2024-01-13,20,Visakhapatnam,IT Corridor,0.624,20.1,0,0
2024-01-13,23,Visakhapatnam,Old Town Bypass,21.6,51.1,1,0
2024-01-13,7,Gurugram,Old Town Bypass,40.9,35.5,0,0
2024-01-13,10,Gurugram,Airport Link,0.601,24.3,1,0
2024-01-13,13,Gurugram,Old Town Bypass,0.22,49.3,0,0
2024-01-13,17,Gurugram,NH-44 Stretch,0.604,22.5,0,0
2024-01-13,20,Gurugram,Central Market,0.246,42.7,1,0
2024-01-13,23,Gurugram,Central Market,35.0,43.0,1,0
2024-01-13,7,Kochi,Ring Road,0.609,26.4,0,0
2024-01-13,10,Kochi,Port Access Rd,0.526,21.7,0,0
2024-01-13,13,Kochi,NH-44 Stretch,0.207,41.2,0,0
2024-01-13,17,Kochi,Old Town Bypass,0.796,16.6,0,0
2024-01-13,20,Kochi,NH-44 Stretch,46.5,32.7,0,0
2024-01-13,23,Kochi,Port Access Rd,0.447,26.8,1,0
2024-01-13,7,Pune,Central Market,0.885,12.5,0,0
2024-01-13,10,Pune,Old Town Bypass,0.529,22.8,0,0
2024-01-13,13,Pune,Ring Road,0.327,40.1,0,0
2024-01-13,17,Pune,Old Town Bypass,0.794,4,1,0
2024-01-13,20,Pune,Industrial Belt,0.45,39.5,1,0
2024-01-13,23,Pune,Old Town Bypass,0.274,36.0,0,0
2024-01-13,7,Lucknow,Central Market,0.699,22.1,0,0
2024-01-13,10,Lucknow,Port Access Rd,36.4,43.1,0,0
2024-01-13,13,Lucknow,NH-44 Stretch,0.134,55.2,1,0
2024-01-13,17,Lucknow,Central Market,0.382,40.1,0,1
2024-01-13,20,Lucknow,IT Corridor,0.695,19.3,0,0
2024-01-13,23,Lucknow,Port Access Rd,49.3,29.2,0,1
2024-01-13,7,Bengaluru,NH-44 Stretch,0.669,15.6,0,0
2024-01-13,10,Bengaluru,Central Market,0.377,39.4,0,0
2024-01-13,13,Bengaluru,Old Town Bypass,0.305,,1,0
2024-01-13,17,Bengaluru,Old Town Bypass,0.645,29.1,1,0
2024-01-13,20,Bengaluru,Airport Link,0.411,39.7,0,0
2024-01-13,23,Bengaluru,Ring Road,19.6,45.4,1,0
2024-01-13,7,Nagpur,IT Corridor,0.536,29.3,0,0
2024-01-13,10,Nagpur,Ring Road,36.5,39.0,0,0
2024-01-13,13,Nagpur,Old Town Bypass,0.484,28.5,0,0
2024-01-13,17,Nagpur,Industrial Belt,0.738,19.3,0,0
2024-01-13,20,Nagpur,IT Corridor,0.693,17.6,0,0
2024-01-13,23,Nagpur,Central Market,0.37,42.6,0,0
2024-01-13,7,Guwahati,Central Market,0.304,45.2,0,1
2024-01-13,10,Guwahati,Port Access Rd,0.301,43.6,1,0
2024-01-13,13,Guwahati,Industrial Belt,23.3,49.8,0,0
2024-01-13,17,Guwahati,NH-44 Stretch,0.641,,0,0
2024-01-13,20,Guwahati,Industrial Belt,0.646,16.2,1,0
2024-01-13,23,Guwahati,NH-44 Stretch,0.164,58.1,0,0
2024-01-13,7,Bhubaneswar,Port Access Rd,0.942,4,0,1
2024-01-13,10,Bhubaneswar,Industrial Belt,0.321,40.7,0,0
2024-01-13,13,Bhubaneswar,Port Access Rd,0.409,32.8,1,0
2024-01-13,17,Bhubaneswar,Port Access Rd,0.779,16.8,1,0
2024-01-13,20,Bhubaneswar,Old Town Bypass,0.622,24.7,0,0
2024-01-13,23,Bhubaneswar,IT Corridor,0.293,48.8,1,0
2024-01-13,7,Delhi,Industrial Belt,0.421,28.2,0,0
2024-01-13,10,Delhi,Ring Road,0.542,25.9,1,0
2024-01-13,13,Delhi,Airport Link,0.497,29.5,0,0
2024-01-13,17,Delhi,Port Access Rd,0.306,46.3,1,0
2024-01-13,20,Delhi,Industrial Belt,0.718,23.7,0,0
2024-01-13,23,Delhi,IT Corridor,0.065,52.7,0,0
2024-01-13,7,Ahmedabad,Industrial Belt,0.63,22.7,0,0
2024-01-13,10,Ahmedabad,Industrial Belt,0.255,38.0,1,0
2024-01-13,13,Ahmedabad,Industrial Belt,0.327,39.8,1,0
2024-01-13,17,Ahmedabad,IT Corridor,0.66,16.4,0,0
2024-01-13,20,Ahmedabad,Airport Link,64.9,21.6,1,0
2024-01-13,23,Ahmedabad,Ring Road,0.217,46.6,0,0
2024-01-13,7,Jaipur,Airport Link,0.346,44.8,0,0
2024-01-13,10,Jaipur,IT Corridor,0.405,38.7,0,0
2024-01-13,13,Jaipur,Central Market,0.141,51.3,0,0
2024-01-13,17,Jaipur,Port Access Rd,0.69,17.5,0,0
2024-01-13,20,Jaipur,Old Town Bypass,0.53,32.2,1,0
2024-01-13,23,Jaipur,Ring Road,0.314,43.6,1,0
2024-01-15,7,Madurai,Ring Road,50.6,25.3,1,0
2024-01-15,10,Madurai,Old Town Bypass,0.351,39.1,0,0
2024-01-15,13,Madurai,Airport Link,0.55,34.0,0,0
2024-01-15,17,Madurai,Central Market,0.548,25.4,0,0
2024-01-15,20,Madurai,Airport Link,0.59,18.3,0,0
2024-01-15,23,Madurai,IT Corridor,0.495,30.1,0,0
2024-01-15,7,Visakhapatnam,Ring Road,0.491,31.8,1,0
2024-01-15,10,Visakhapatnam,Airport Link,0.118,59.7,1,0
2024-01-15,13,Visakhapatnam,NH-44 Stretch,32.4,37.7,0,1
2024-01-15,17,Visakhapatnam,NH-44 Stretch,0.585,23.1,0,0
2024-01-15,20,Visakhapatnam,Ring Road,0.381,41.5,0,0
2024-01-15,23,Visakhapatnam,Ring Road,0.363,34.7,0,0
2024-01-15,7,Gurugram,NH-44 Stretch,0.793,9.2,0,0
2024-01-15,10,Gurugram,Ring Road,0.298,46.6,0,0
2024-01-15,13,Gurugram,Old Town Bypass,0.345,38.5,1,0
2024-01-15,17,Gurugram,IT Corridor,55.7,21.1,1,0
2024-01-15,20,Gurugram,Ring Road,0.341,40.4,0,0
2024-01-15,23,Gurugram,IT Corridor,0.26,44.5,1,0
2024-01-15,7,Mumbai,Ring Road,0.54,22.9,0,0
2024-01-15,10,Mumbai,Airport Link,45.9,31.2,1,0
2024-01-15,13,Mumbai,Port Access Rd,0.28,44.1,0,0
2024-01-15,17,Mumbai,Old Town Bypass,0.309,46.0,0,0
2024-01-15,20,Mumbai,Ring Road,0.624,20.9,0,0
2024-01-15,23,Mumbai,NH-44 Stretch,0.663,17.7,0,1
2024-01-15,7,Bengaluru,NH-44 Stretch,0.711,23.9,0,0
2024-01-15,10,Bengaluru,NH-44 Stretch,0.264,46.3,0,0
2024-01-15,13,Bengaluru,Old Town Bypass,0.249,41.4,0,0
2024-01-15,17,Bengaluru,Ring Road,0.423,,1,0
2024-01-15,20,Bengaluru,NH-44 Stretch,0.482,32.0,1,0
2024-01-15,23,Bengaluru,IT Corridor,16.2,53.0,0,0
2024-01-15,7,Chandigarh,Ring Road,50.6,30.2,0,0
2024-01-15,10,Chandigarh,NH-44 Stretch,0.158,44.5,0,1
2024-01-15,13,Chandigarh,Airport Link,0.343,38.9,0,0
2024-01-15,17,Chandigarh,Airport Link,0.492,31.4,0,0
2024-01-15,20,Chandigarh,NH-44 Stretch,0.757,21.2,0,1
2024-01-15,23,Chandigarh,IT Corridor,0.279,43.9,1,0
2024-01-15,7,Ahmedabad,Central Market,0.731,9.8,0,0
2024-01-15,10,Ahmedabad,Industrial Belt,0.49,35.6,0,0
2024-01-15,13,Ahmedabad,Industrial Belt,0.265,41.2,0,0
2024-01-15,17,Ahmedabad,Airport Link,0.621,31.6,0,0
2024-01-15,20,Ahmedabad,Ring Road,0.502,37.6,1,0
2024-01-15,23,Ahmedabad,Old Town Bypass,0.389,41.2,0,0
2024-01-15,7,Mysuru,IT Corridor,56.1,20.2,1,0
2024-01-15,10,Mysuru,IT Corridor,0.079,56.0,1,1
2024-01-15,13,Mysuru,Old Town Bypass,23.6,44.6,1,0
2024-01-15,17,Mysuru,Old Town Bypass,0.812,8.8,0,0
2024-01-15,20,Mysuru,Industrial Belt,0.621,19.9,0,0
2024-01-15,23,Mysuru,Port Access Rd,0.074,56.0,0,0
2024-01-15,7,Delhi,Port Access Rd,68.7,21.5,0,0
2024-01-15,10,Delhi,Old Town Bypass,0.463,34.6,0,0
2024-01-15,13,Delhi,Airport Link,0.384,35.8,1,0
2024-01-15,17,Delhi,Airport Link,0.397,42.0,0,0
2024-01-15,20,Delhi,Ring Road,0.823,11.1,0,0
2024-01-15,23,Delhi,Ring Road,0.307,39.4,0,0
2024-01-15,7,Lucknow,Ring Road,45.8,37.8,0,0
2024-01-15,10,Lucknow,IT Corridor,0.03,52.6,0,0
2024-01-15,13,Lucknow,Airport Link,0.455,28.3,0,0
2024-01-15,17,Lucknow,IT Corridor,0.504,24.9,0,0
2024-01-15,20,Lucknow,Airport Link,48.8,29.9,0,0
2024-01-15,23,Lucknow,IT Corridor,19.1,43.6,0,0
2024-01-15,7,Coimbatore,Ring Road,48.3,29.3,0,0
2024-01-15,10,Coimbatore,IT Corridor,0.519,28.7,0,0
2024-01-15,13,Coimbatore,Old Town Bypass,0.196,48.9,0,0
2024-01-15,17,Coimbatore,Industrial Belt,0.454,27.8,0,1
2024-01-15,20,Coimbatore,Industrial Belt,0.654,21.4,0,0
2024-01-15,23,Coimbatore,IT Corridor,47.3,31.2,1,0
2024-01-15,7,Hyderabad,IT Corridor,0.691,,1,0
2024-01-15,10,Hyderabad,Port Access Rd,0.566,29.3,0,0
2024-01-15,13,Hyderabad,Port Access Rd,46.3,26.3,0,0
2024-01-15,17,Hyderabad,Old Town Bypass,45.7,30.7,0,0
2024-01-15,20,Hyderabad,Old Town Bypass,0.371,41.7,0,0
2024-01-15,23,Hyderabad,Ring Road,0.24,45.5,0,0
2024-01-17,7,Mumbai,Industrial Belt,0.426,33.0,0,1
2024-01-17,10,Mumbai,Old Town Bypass,0.265,43.0,1,0
2024-01-17,13,Mumbai,Ring Road,0.509,28.9,1,0
2024-01-17,17,Mumbai,Old Town Bypass,0.33,33.1,0,0
2024-01-17,20,Mumbai,Old Town Bypass,0.641,20.3,0,0
2024-01-17,23,Mumbai,IT Corridor,0.355,38.4,0,0
2024-01-17,7,Bhubaneswar,Airport Link,26.2,41.1,0,0
2024-01-17,10,Bhubaneswar,Ring Road,0.291,44.5,1,0
2024-01-17,13,Bhubaneswar,Airport Link,0.236,51.7,0,0
2024-01-17,17,Bhubaneswar,Ring Road,0.662,28.6,0,0
2024-01-17,20,Bhubaneswar,Old Town Bypass,0.425,29.2,0,0
2024-01-17,23,Bhubaneswar,Industrial Belt,0.467,40.1,0,0
2024-01-17,7,Visakhapatnam,Central Market,0.929,-,1,0
2024-01-17,10,Visakhapatnam,NH-44 Stretch,0.312,40.5,0,0
2024-01-17,13,Visakhapatnam,Central Market,0.374,42.9,0,0
2024-01-17,17,Visakhapatnam,Old Town Bypass,0.349,34.0,1,0
2024-01-17,20,Visakhapatnam,IT Corridor,0.99,6.3,0,0
2024-01-17,23,Visakhapatnam,Central Market,0.43,35.0,0,1
2024-01-17,7,Madurai,Old Town Bypass,0.442,32.5,1,0
2024-01-17,10,Madurai,Industrial Belt,0.321,,1,0
2024-01-17,13,Madurai,NH-44 Stretch,0.501,31.4,1,0
2024-01-17,17,Madurai,Old Town Bypass,0.614,26.6,0,0
2024-01-17,20,Madurai,Ring Road,0.099,51.0,0,1
2024-01-17,23,Madurai,Industrial Belt,6.2,50.8,0,0
2024-01-17,7,Chandigarh,Airport Link,0.669,19.1,0,0
2024-01-17,10,Chandigarh,Industrial Belt,0.4,40.5,0,0
2024-01-17,13,Chandigarh,IT Corridor,0.084,48.8,0,1
2024-01-17,17,Chandigarh,NH-44 Stretch,0.504,30.8,0,0
2024-01-17,20,Chandigarh,Old Town Bypass,50.7,30.9,0,0
2024-01-17,23,Chandigarh,NH-44 Stretch,0.17,49.5,0,0
2024-01-17,7,Coimbatore,Old Town Bypass,0.525,31.3,1,0
2024-01-17,10,Coimbatore,IT Corridor,0.488,29.5,0,0
2024-01-17,13,Coimbatore,Central Market,0.357,41.5,0,0
2024-01-17,17,Coimbatore,Central Market,0.226,45.8,0,0
2024-01-17,20,Coimbatore,Central Market,0.601,17.3,1,0
2024-01-17,23,Coimbatore,Ring Road,30.7,35.1,0,0
2024-01-17,7,Jaipur,IT Corridor,0.447,29.8,1,0
2024-01-17,10,Jaipur,Industrial Belt,0.178,49.3,0,1
2024-01-17,13,Jaipur,Old Town Bypass,66.2,25.3,0,0
2024-01-17,17,Jaipur,Port Access Rd,75.4,14.9,1,0
2024-01-17,20,Jaipur,Airport Link,0.591,24.2,1,0
2024-01-17,23,Jaipur,Industrial Belt,0.188,51.2,0,0
2024-01-17,7,Bengaluru,Port Access Rd,0.43,35.8,0,0
2024-01-17,10,Bengaluru,Port Access Rd,31.1,42.2,0,0
2024-01-17,13,Bengaluru,Industrial Belt,42.4,30.9,0,0
2024-01-17,17,Bengaluru,Central Market,65.5,29.2,0,0
2024-01-17,20,Bengaluru,Ring Road,0.765,8.0,0,0
2024-01-17,23,Bengaluru,Airport Link,0.207,53.7,0,0
2024-01-17,7,Guwahati,Industrial Belt,0.452,34.1,1,0
2024-01-17,10,Guwahati,NH-44 Stretch,0.058,48.8,1,0
2024-01-17,13,Guwahati,Central Market,0.539,29.5,0,0
2024-01-17,17,Guwahati,Old Town Bypass,70.6,16.7,0,0
2024-01-17,20,Guwahati,Central Market,68.4,21.3,0,0
2024-01-17,23,Guwahati,Old Town Bypass,0.432,38.8,1,0
2024-01-17,7,Hyderabad,Airport Link,57.4,18.8,0,0
2024-01-17,10,Hyderabad,Old Town Bypass,0.534,27.0,0,0
2024-01-17,13,Hyderabad,Airport Link,0.495,23.7,0,0
2024-01-17,17,Hyderabad,Central Market,0.383,39.6,0,0
2024-01-17,20,Hyderabad,Ring Road,0.512,36.5,0,0
2024-01-17,23,Hyderabad,IT Corridor,0.485,33.4,0,1
2024-01-17,7,Pune,IT Corridor,0.437,35.5,1,0
2024-01-17,10,Pune,IT Corridor,0.293,39.8,0,0
2024-01-17,13,Pune,NH-44 Stretch,12.8,52.3,0,0
2024-01-17,17,Pune,NH-44 Stretch,0.544,32.9,0,0
2024-01-17,20,Pune,Industrial Belt,0.776,11.4,0,0
2024-01-17,23,Pune,Port Access Rd,0.597,22.3,0,0
2024-01-17,7,Gurugram,Old Town Bypass,68.7,17.2,1,0
2024-01-17,10,Gurugram,NH-44 Stretch,0.284,43.8,0,0
2024-01-17,13,Gurugram,Port Access Rd,0.233,54.5,1,0
2024-01-17,17,Gurugram,IT Corridor,0.648,20.6,0,0
2024-01-17,20,Gurugram,Ring Road,0.755,17.4,0,0
2024-01-17,23,Gurugram,Port Access Rd,34.0,33.6,0,0
2024-01-19,7,Gurugram,Port Access Rd,0.349,42.4,0,0
2024-01-19,10,Gurugram,Ring Road,0.185,52.2,1,0
2024-01-19,13,Gurugram,Airport Link,0.591,23.4,0,0
2024-01-19,17,Gurugram,IT Corridor,0.421,40.7,0,0
2024-01-19,20,Gurugram,Industrial Belt,0.586,28.0,0,0
2024-01-19,23,Gurugram,NH-44 Stretch,0.444,30.4,0,0
2024-01-19,7,Mysuru,Ring Road,0.406,39.4,0,0
2024-01-19,10,Mysuru,Industrial Belt,0.187,42.2,0,0
2024-01-19,13,Mysuru,Old Town Bypass,0.479,30.7,0,0
2024-01-19,17,Mysuru,Central Market,0.615,17.7,1,0
2024-01-19,20,Mysuru,IT Corridor,0.763,14.6,1,0
2024-01-19,23,Mysuru,IT Corridor,0.333,41.6,0,0
2024-01-19,7,Ahmedabad,IT Corridor,0.477,29.4,0,0
2024-01-19,10,Ahmedabad,Ring Road,0.041,63.3,1,0
2024-01-19,13,Ahmedabad,Industrial Belt,0.16,51.0,0,0
2024-01-19,17,Ahmedabad,IT Corridor,55.5,20.2,0,0
2024-01-19,20,Ahmedabad,IT Corridor,0.728,14.3,0,0
2024-01-19,23,Ahmedabad,Industrial Belt,0.411,35.3,0,0
2024-01-19,7,Pune,Port Access Rd,0.557,25.5,0,0
2024-01-19,10,Pune,NH-44 Stretch,49.4,30.1,0,0
2024-01-19,13,Pune,Industrial Belt,0.556,24.1,0,0
2024-01-19,17,Pune,Port Access Rd,0.297,38.0,0,0
2024-01-19,20,Pune,NH-44 Stretch,0.44,36.0,0,0
2024-01-19,23,Pune,Old Town Bypass,0.296,,0,0
2024-01-19,7,Nagpur,IT Corridor,0.608,22.4,0,0
2024-01-19,10,Nagpur,Ring Road,33.6,37.9,1,0
2024-01-19,13,Nagpur,Port Access Rd,0.71,18.6,0,0
2024-01-19,17,Nagpur,Airport Link,0.432,27.4,0,0
2024-01-19,20,Nagpur,Ring Road,0.629,23.4,1,0
2024-01-19,23,Nagpur,Port Access Rd,0.752,17.3,1,0
2024-01-19,7,Guwahati,Central Market,0.411,37.1,0,0
2024-01-19,10,Guwahati,Central Market,0.533,25.2,0,0
2024-01-19,13,Guwahati,Central Market,0.148,52.3,0,0
2024-01-19,17,Guwahati,NH-44 Stretch,0.696,22.4,0,0
2024-01-19,20,Guwahati,Ring Road,72.8,16.7,0,0
2024-01-19,23,Guwahati,Ring Road,0.473,35.6,0,0
2024-01-19,7,Chandigarh,Ring Road,0.868,5.4,0,0
2024-01-19,10,Chandigarh,IT Corridor,0.194,52.6,0,0
2024-01-19,13,Chandigarh,Port Access Rd,0.339,40.6,1,0
2024-01-19,17,Chandigarh,Industrial Belt,0.68,24.6,1,0
2024-01-19,20,Chandigarh,Central Market,0.6,,0,0
2024-01-19,23,Chandigarh,IT Corridor,20.1,47.5,0,1
2024-01-19,7,Chennai,Port Access Rd,0.52,20.9,1,0
2024-01-19,10,Chennai,IT Corridor,0.308,39.9,0,0
2024-01-19,13,Chennai,Central Market,0.03,56.4,0,0
2024-01-19,17,Chennai,Industrial Belt,0.827,6.3,1,0
2024-01-19,20,Chennai,Ring Road,0.801,19.1,1,0
2024-01-19,23,Chennai,Old Town Bypass,0.4,33.4,0,0
2024-01-19,7,Madurai,Old Town Bypass,0.511,32.3,0,0
2024-01-19,10,Madurai,Ring Road,0.479,30.1,0,0
2024-01-19,13,Madurai,IT Corridor,0.189,53.4,0,0
2024-01-19,17,Madurai,Port Access Rd,43.4,38.7,0,0
2024-01-19,20,Madurai,Airport Link,0.631,-,0,0
2024-01-19,23,Madurai,Ring Road,0.361,40.4,1,0
2024-01-19,7,Mumbai,Airport Link,49.3,26.7,0,0
2024-01-19,10,Mumbai,Airport Link,0.457,30.7,0,0
2024-01-19,13,Mumbai,Airport Link,0.359,35.3,0,1
2024-01-19,17,Mumbai,Central Market,0.718,23.1,0,0
2024-01-19,20,Mumbai,Airport Link,0.516,30.1,0,0
2024-01-19,23,Mumbai,Industrial Belt,38.9,38.1,0,0
2024-01-19,7,Coimbatore,Airport Link,0.583,29.1,1,0
2024-01-19,10,Coimbatore,Central Market,0.175,44.8,1,0
2024-01-19,13,Coimbatore,Central Market,15.6,45.7,0,0
2024-01-19,17,Coimbatore,Airport Link,0.717,17.2,1,0
2024-01-19,20,Coimbatore,Old Town Bypass,0.334,40.6,0,0
2024-01-19,23,Coimbatore,IT Corridor,0.175,51.9,0,0
2024-01-19,7,Kochi,Airport Link,0.565,32.1,0,0
2024-01-19,10,Kochi,Airport Link,0.251,44.1,1,0
2024-01-19,13,Kochi,Old Town Bypass,0.176,41.5,0,0
2024-01-19,17,Kochi,NH-44 Stretch,0.582,28.2,0,0
2024-01-19,20,Kochi,NH-44 Stretch,0.495,  ,0,0
2024-01-19,23,Kochi,Ring Road,0.267,47.3,1,0
2024-01-21,7,Visakhapatnam,NH-44 Stretch,72.0,17.1,0,0
2024-01-21,10,Visakhapatnam,NH-44 Stretch,0.326,44.1,0,0
2024-01-21,13,Visakhapatnam,Industrial Belt,0.191,47.6,0,0
2024-01-21,17,Visakhapatnam,IT Corridor,0.566,27.2,0,0
2024-01-21,20,Visakhapatnam,Central Market,40.0,36.0,0,0
2024-01-21,23,Visakhapatnam,Industrial Belt,0.081,61.7,0,1
2024-01-21,7,Mysuru,Ring Road,34.3,46.0,1,0
2024-01-21,10,Mysuru,Ring Road,0.156,47.9,0,0
2024-01-21,13,Mysuru,Ring Road,0.431,37.9,0,0
2024-01-21,17,Mysuru,Airport Link,0.655,21.5,0,1
2024-01-21,20,Mysuru,Airport Link,65.4,21.8,0,0
2024-01-21,23,Mysuru,NH-44 Stretch,0.195,44.9,0,0
2024-01-21,7,Delhi,Port Access Rd,0.609,26.3,0,0
2024-01-21,10,Delhi,Old Town Bypass,57.0,28.6,1,0
2024-01-21,13,Delhi,Airport Link,0.282,39.0,0,0
2024-01-21,17,Delhi,Central Market,0.392,34.2,1,0
2024-01-21,20,Delhi,Industrial Belt,0.747,17.1,1,0
2024-01-21,23,Delhi,NH-44 Stretch,0.284,41.4,0,0
2024-01-21,7,Bhubaneswar,Old Town Bypass,0.515,32.9,1,1
2024-01-21,10,Bhubaneswar,NH-44 Stretch,0.414,34.3,0,0
2024-01-21,13,Bhubaneswar,Ring Road,0.353,40.2,1,0
2024-01-21,17,Bhubaneswar,Central Market,0.524,26.2,0,0
2024-01-21,20,Bhubaneswar,Central Market,0.323,37.9,0,0
2024-01-21,23,Bhubaneswar,Airport Link,0.286,45.0,0,0
2024-01-21,7,Chennai,Airport Link,0.447,34.0,0,0
2024-01-21,10,Chennai,Port Access Rd,0.391,34.4,1,1
2024-01-21,13,Chennai,Industrial Belt,0.325,42.1,0,0
2024-01-21,17,Chennai,IT Corridor,0.484,25.7,0,0
2024-01-21,20,Chennai,Airport Link,0.515,27.0,0,0
2024-01-21,23,Chennai,Airport Link,0.274,44.9,1,0
2024-01-21,7,Kochi,NH-44 Stretch,58.4,  ,0,0
2024-01-21,10,Kochi,Airport Link,0.363,37.4,1,0
2024-01-21,13,Kochi,Ring Road,31.4,39.5,1,0
2024-01-21,17,Kochi,Industrial Belt,0.46,26.5,0,0
2024-01-21,20,Kochi,IT Corridor,58.1,24.5,0,0
2024-01-21,23,Kochi,Industrial Belt,0.242,42.4,1,0
2024-01-21,7,Hyderabad,Industrial Belt,0.687,24.4,0,0
2024-01-21,10,Hyderabad,NH-44 Stretch,33.9,38.9,0,0
2024-01-21,13,Hyderabad,Old Town Bypass,0.473,34.2,0,1
2024-01-21,17,Hyderabad,Airport Link,91.1,,1,0
2024-01-21,20,Hyderabad,Ring Road,0.282,36.5,0,0
2024-01-21,23,Hyderabad,Central Market,27.3,44.8,1,0
2024-01-21,7,Pune,Ring Road,67.4,18.6,0,0
2024-01-21,10,Pune,Ring Road,24.0,47.3,0,0
2024-01-21,13,Pune,Old Town Bypass,27.3,42.2,1,0
2024-01-21,17,Pune,Old Town Bypass,0.93,4,0,0
2024-01-21,20,Pune,Central Market,0.611,16.5,0,0
2024-01-21,23,Pune,Ring Road,0.413,38.2,1,0
2024-01-21,7,Mumbai,Airport Link,0.679,11.8,0,1
2024-01-21,10,Mumbai,Ring Road,0.065,56.0,1,0
2024-01-21,13,Mumbai,Central Market,3.0,62.2,0,0
2024-01-21,17,Mumbai,NH-44 Stretch,0.687,12.2,1,0
2024-01-21,20,Mumbai,Old Town Bypass,0.752,17.9,0,0
2024-01-21,23,Mumbai,NH-44 Stretch,0.227,49.8,0,0
2024-01-21,7,Madurai,Central Market,0.663,27.2,0,0
2024-01-21,10,Madurai,Ring Road,19.3,52.0,0,0
2024-01-21,13,Madurai,IT Corridor,70.8,15.4,0,1
2024-01-21,17,Madurai,Ring Road,0.354,42.7,1,0
2024-01-21,20,Madurai,IT Corridor,0.229,40.4,0,0
2024-01-21,23,Madurai,Airport Link,0.156,52.8,0,0
2024-01-21,7,Kolkata,Central Market,0.421,36.0,1,0
2024-01-21,10,Kolkata,Industrial Belt,6.1,49.9,1,0
2024-01-21,13,Kolkata,Port Access Rd,0.198,41.1,1,0
2024-01-21,17,Kolkata,Central Market,0.586,27.3,0,0
2024-01-21,20,Kolkata,Airport Link,0.581,26.7,0,1
2024-01-21,23,Kolkata,Ring Road,40.5,39.3,0,1
2024-01-21,7,Coimbatore,Old Town Bypass,62.1,17.2,0,0
2024-01-21,10,Coimbatore,Airport Link,0.203,43.0,0,0
2024-01-21,13,Coimbatore,IT Corridor,0.339,43.0,1,0
2024-01-21,17,Coimbatore,NH-44 Stretch,0.645,12.4,0,0
2024-01-21,20,Coimbatore,NH-44 Stretch,0.668,15.5,0,0
2024-01-21,23,Coimbatore,Old Town Bypass,0.313,42.3,0,0
2024-01-23,7,Bhubaneswar,Ring Road,0.428,32.0,0,0
2024-01-23,10,Bhubaneswar,IT Corridor,0.368,40.6,1,0
2024-01-23,13,Bhubaneswar,Industrial Belt,28.7,53.1,0,0
2024-01-23,17,Bhubaneswar,Airport Link,0.701,15.8,1,0
2024-01-23,20,Bhubaneswar,Old Town Bypass,0.626,20.4,1,0
2024-01-23,23,Bhubaneswar,Industrial Belt,0.397,39.4,0,0
2024-01-23,7,Nagpur,Ring Road,0.486,30.9,1,0
2024-01-23,10,Nagpur,Old Town Bypass,0.436,38.5,1,0
2024-01-23,13,Nagpur,IT Corridor,0.304,36.7,0,0
2024-01-23,17,Nagpur,Airport Link,0.715,20.7,1,0
2024-01-23,20,Nagpur,Industrial Belt,51.6,26.9,1,0
2024-01-23,23,Nagpur,Central Market,0.262,40.9,0,0
2024-01-23,7,Bengaluru,Port Access Rd,0.38,39.8,1,0
