review_id,order_id,product_id,customer_id,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,delivery_mode_experienced,sentiment_label
REV-006111,ORD-013001,PRD-00754,CUST-04955,5.0,Bad experience,Tracking updates were accurate Drone drop was smooth and quick,2025-02-14 10:44:00,0,72,Drone,pos
REV-005382,ORD-001315,PRD-00286,CUST-03241,2.0,,No tracking updates at all Delivery was 2 days late,2024-07-11 11:12:00,0,,Truck,neg
REV-011749,ORD-014689,PRD-00336,CUST-02391,2.0,Good,Item missing from the box Package arrived damaged,2024-01-01 09:05:00,1,86,Van,neg
REV-001403,ORD-007413,PRD-00573,CUST-02887,2.0,Good,Drone dropped parcel in wrong spot Delivery was 2 days late,2024-02-28 17:17:00,0,,Truck,neg
REV-004454,ORD-008350,PRD-00636,CUST-04750,3.0,Delivery feedback,"Average experience Delivery was okay, nothing special",2025-03-25 12:05:00,1,13,Bike,neu
REV-001732,ORD-002486,PRD-00467,CUST-01870,4.0,Delivery feedback,"Delivery was faster than promised Packaging was excellent, product intact",2024-01-25 10:23:00,1,,,pos
REV-000854,ORD-011418,PRD-00109,CUST-02967,2.0,Delivery feedback,Item missing from the box Rider was rude on call,2024-11-16 15:44:00,0,79,Van,neg
REV-011376,ORD-013072,PRD-00726,CUST-01371,4.0,,Delivery was faster than promised Great experience overall 👍,2025-05-20 16:31:00,1,,,pos
REV-002231,ORD-013662,PRD-00200,CUST-00816,3.0,,"Product fine, delivery slow Delivery was okay, nothing special",2024-07-17 17:58:00,1,64,Bike,neu
REV-001050,ORD-009125,PRD-00077,CUST-02275,5.0,,Drone drop was smooth and quick Rider was polite and on time,2025-06-21 00:00:00,0,78,,pos
REV-005170,ORD-005440,PRD-00751,CUST-01064,5.0,,Great experience overall 👍 Tracking updates were accurate,2024-07-21 00:00:00,1,2,Van,pos
REV-006183,ORD-001945,PRD-00281,CUST-03544,3.0,Bad experience,"Product fine, delivery slow Delivery was okay, nothing special",2024-09-07 09:31:00,0,,Drone,neu
REV-004598,ORD-013488,PRD-00150,CUST-03114,4.0,,Tracking updates were accurate Drone drop was smooth and quick,2025-04-17 18:44:00,0,74,Drone,pos
REV-007639,ORD-005162,PRD-00169,CUST-00424,1.0,,Drone dropped parcel in wrong spot Delivery was 2 days late,2024-08-08 15:44:00,0,,Bike,neg
REV-004635,ORD-001759,PRD-00780,CUST-00852,5.0,Good,Delivery was faster than promised Great experience overall 👍,2024-10-29 17:05:00,0,,,pos
REV-003991,ORD-007988,PRD-00053,CUST-04795,1.0,Bad experience,Item missing from the box No tracking updates at all,2024-07-09 10:58:00,0,,,neg
REV-008112,ORD-004728,PRD-00793,CUST-03703,3.0,Good,"Product fine, delivery slow Average experience",2024-02-02 12:58:00,1,,Drone,neu
REV-006218,ORD-014300,PRD-00220,CUST-03642,5.0,,Tracking updates were accurate Drone drop was smooth and quick,2024-09-10 16:23:00,1,57,Drone,pos
REV-000568,ORD-006049,PRD-00306,CUST-00698,5.0,,"Packaging was excellent, product intact Tracking updates were accurate",2024-10-08 19:00:00,1,46,,pos
REV-004852,ORD-003938,PRD-00583,CUST-04027,5.0,Bad experience,"Packaging was excellent, product intact Tracking updates were accurate",2025-03-19 08:12:00,0,,Van,pos
REV-008634,ORD-003438,PRD-00351,CUST-00825,5.0,Bad experience,"Rider was polite and on time Packaging was excellent, product intact",2024-01-10 09:44:00,1,57,Van,pos
REV-006916,ORD-012023,PRD-00001,CUST-03226,3.0,Bad experience,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-04-06 21:23:00,1,8,Van,neu
REV-006173,ORD-012951,PRD-00022,CUST-01049,5.0,Delivery feedback,Tracking updates were accurate Drone drop was smooth and quick,2025-05-15 14:58:00,0,62,,pos
REV-011264,ORD-008887,PRD-00052,CUST-00471,3.0,,"Delivery was okay, nothing special Product fine, delivery slow",2025-04-06 12:23:00,1,,Drone,neu
REV-007210,ORD-001082,PRD-00739,CUST-03051,5.0,,"Packaging was excellent, product intact Drone drop was smooth and quick",2025-05-23 00:00:00,0,,,pos
REV-005544,ORD-011941,PRD-00524,CUST-01691,5.0,Delivery feedback,"Packaging was excellent, product intact Delivery was faster than promised",2024-11-29 00:00:00,1,52,Truck,pos
REV-010694,ORD-007499,PRD-00088,CUST-00044,4.0,Bad experience,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-09-10 08:31:00,1,12,Drone,pos
REV-011948,ORD-000379,PRD-00475,CUST-00871,4.0,,Drone drop was smooth and quick Tracking updates were accurate,2024-08-18 07:58:00,0,20,Drone,pos
REV-001716,ORD-013675,PRD-00062,CUST-01803,3.0,Bad experience,"Average experience Product fine, delivery slow worst 😡",2024-02-29 19:00:00,1,58,,neu
REV-006200,ORD-011316,PRD-00224,CUST-04247,5.0,Good,Tracking updates were accurate Delivery was faster than promised,2025-08-03 20:17:00,1,68,Drone,pos
REV-005570,,PRD-00041,CUST-01049,2.0,Good,Package arrived damaged Item missing from the box,2025-01-26 18:44:00,1,78,Van,neg
REV-003032,ORD-011915,PRD-00720,CUST-01128,3.0,,"Average experience Product fine, delivery slow",2024-11-05 13:00:00,0,90,Truck,neu
REV-009416,ORD-001978,PRD-00765,CUST-03398,2.0,Delivery feedback,Rider was rude on call Package arrived damaged,2024-06-14 14:17:00,1,23,Drone,neg
REV-003957,ORD-011793,PRD-00681,CUST-01529,4.0,Good,Rider was polite and on time Delivery was faster than promised,2024-08-29 07:23:00,1,63,Drone,pos
REV-009131,ORD-003878,PRD-00524,CUST-00655,4.0,Delivery feedback,Rider was polite and on time Great experience overall 👍,2025-05-29 12:44:00,1,78,Truck,pos
REV-002749,ORD-012700,PRD-00826,CUST-00803,1.0,Bad experience,Package arrived damaged Delivery was 2 days late,2024-03-22 00:00:00,1,60,,neg
REV-011256,ORD-004123,PRD-00407,CUST-04960,5.0,,Tracking updates were accurate Great experience overall 👍,2024-11-21 12:12:00,1,,,pos
REV-009096,ORD-014089,PRD-00011,CUST-01703,4.0,Bad experience,Delivery was faster than promised Great experience overall 👍,2024-09-27 09:12:00,1,,Drone,pos
REV-010964,ORD-000885,PRD-00355,CUST-03807,5.0,Bad experience,Tracking updates were accurate Delivery was faster than promised,2024-10-23 08:44:00,0,,Drone,pos
REV-005834,ORD-008270,PRD-00314,CUST-00460,1.0,Bad experience,Package arrived damaged Item missing from the box,2024-06-15 13:17:00,0,15,Bike,neg
REV-004946,ORD-007565,PRD-00493,CUST-02307,3.0,Bad experience,"Reached on time but packaging was weak Product fine, delivery slow",2025-05-02 12:23:00,1,,Drone,neu
REV-006405,ORD-001937,PRD-00420,CUST-02481,2.0,Good,Item missing from the box No tracking updates at all,2024-03-24 21:58:00,1,32,Bike,neg
REV-004455,ORD-014843,PRD-00426,CUST-04396,4.0,Delivery feedback,Drone drop was smooth and quick Delivery was faster than promised,2025-11-05 17:23:00,1,18,Truck,pos
REV-002667,ORD-001173,PRD-00365,CUST-04931,5.0,Bad experience,Rider was polite and on time Delivery was faster than promised,2024-09-08 07:31:00,0,,,pos
REV-011740,ORD-013990,PRD-00579,CUST-01497,2.0,,Rider was rude on call Package arrived damaged,2024-09-10 00:00:00,1,,,neg
REV-003140,ORD-005317,PRD-00181,CUST-04478,5.0,Good,Rider was polite and on time Delivery was faster than promised,2024-11-01 21:44:00,0,,Drone,pos
REV-011561,ORD-004376,PRD-00753,CUST-04352,1.0,Bad experience,Rider was rude on call Item missing from the box,2024-07-07 00:00:00,0,16,Van,neg
REV-004460,ORD-001363,PRD-00680,CUST-03970,5.0,,"Drone drop was smooth and quick Packaging was excellent, product intact",2024-10-06 00:00:00,1,1,Drone,pos
REV-011305,ORD-001786,PRD-00516,CUST-01533,4.0,Good,"Rider was polite and on time Packaging was excellent, product intact",2025-02-13 07:05:00,0,43,Drone,pos
REV-001986,ORD-009151,PRD-00501,CUST-02675,1.0,Good,Drone dropped parcel in wrong spot Rider was rude on call,2025-01-06 15:58:00,1,4,Drone,neg
REV-006125,ORD-005404,PRD-00694,CUST-01069,4.0,,Drone drop was smooth and quick Delivery was faster than promised,2024-05-08 08:05:00,1,83,Van,pos
REV-011159,ORD-005419,PRD-00485,CUST-03280,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2025-05-25 20:58:00,0,40,Truck,neu
REV-003874,ORD-000139,PRD-00642,CUST-00457,5.0,Good,Great experience overall 👍 Drone drop was smooth and quick,2025-05-20 13:17:00,0,7,Drone,pos
REV-005368,ORD-004713,PRD-00756,CUST-01309,3.0,,Reached on time but packaging was weak Average experience,2025-07-06 13:23:00,0,11,Bike,neu
REV-007190,ORD-010980,PRD-00654,CUST-04862,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2024-09-10 21:00:00,1,63,Truck,pos
REV-002771,ORD-010453,PRD-00656,CUST-00660,5.0,Bad experience,Rider was polite and on time Great experience overall 👍,2025-06-19 09:44:00,0,37,Drone,pos
REV-004301,ORD-014031,PRD-00716,CUST-04714,4.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2024-05-11 13:12:00,1,58,Truck,pos
REV-007419,ORD-006144,PRD-00627,CUST-04975,3.0,,"Reached on time but packaging was weak Delivery was okay, nothing special",2025-02-15 06:12:00,1,77,,neu
REV-007994,ORD-004773,PRD-00746,CUST-02052,1.0,,Drone dropped parcel in wrong spot Rider was rude on call,2025-06-06 00:00:00,0,,Truck,neg
REV-008357,ORD-004985,PRD-00256,CUST-03278,5.0,Bad experience,Drone drop was smooth and quick Rider was polite and on time,2024-01-28 11:00:00,0,3,Truck,pos
REV-002144,ORD-004862,PRD-00688,CUST-00843,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-03-18 07:00:00,1,81,Truck,neu
REV-011943,ORD-002976,PRD-00011,CUST-01890,3.0,Good,"Reached on time but packaging was weak Product fine, delivery slow",2024-09-17 21:00:00,0,27,Van,neu
REV-000536,ORD-009247,PRD-00334,CUST-02786,5.0,,Tracking updates were accurate Drone drop was smooth and quick,2025-04-24 11:05:00,0,,Drone,pos
REV-005014,ORD-012345,PRD-00002,CUST-00770,3.0,,"Average experience Delivery was okay, nothing special",2024-09-22 11:44:00,1,80,Bike,neu
REV-001738,ORD-008000,PRD-00827,CUST-03916,3.0,Bad experience,"Product fine, delivery slow Average experience 🚚💨",2025-04-05 18:00:00,0,,Drone,neu
REV-000509,ORD-007385,PRD-00058,CUST-00752,3.0,Bad experience,"Delivery was okay, nothing special Reached on time but packaging was weak",2025-01-05 14:44:00,0,84,Drone,neu
REV-006166,ORD-009436,PRD-00640,CUST-03717,2.0,Bad experience,No tracking updates at all Delivery was 2 days late,2024-12-02 18:31:00,1,,Drone,neg
REV-009593,ORD-006650,PRD-00277,CUST-03886,3.0,Delivery feedback,"Product fine, delivery slow Delivery was okay, nothing special",2025-06-15 15:23:00,1,34,,neu
REV-004597,ORD-012712,PRD-00137,CUST-04690,5.0,,"Delivery was faster than promised Packaging was excellent, product intact",2024-04-25 10:17:00,1,,Drone,pos
REV-000909,ORD-009612,PRD-00828,CUST-01999,5.0,Good,Drone drop was smooth and quick Great experience overall 👍,2025-05-26 16:44:00,0,,Bike,pos
REV-009110,ORD-011537,PRD-00276,CUST-03179,2.0,Bad experience,Delivery was 2 days late Package arrived damaged,2025-07-02 21:00:00,1,,Drone,neg
REV-009657,ORD-009095,PRD-00751,CUST-01128,5.0,Bad experience,Great experience overall 👍 Tracking updates were accurate,2024-12-02 20:12:00,0,,Van,pos
REV-009730,ORD-005540,PRD-00790,CUST-02653,5.0,Delivery feedback,Rider was polite and on time Tracking updates were accurate,2024-10-28 09:58:00,0,46,Drone,pos
REV-007208,ORD-005800,PRD-00220,CUST-03231,5.0,,"Packaging was excellent, product intact Tracking updates were accurate",2025-07-03 21:44:00,1,,Drone,pos
REV-008871,ORD-008053,PRD-00124,CUST-00701,4.0,Good,Drone drop was smooth and quick Tracking updates were accurate,2025-03-14 17:05:00,0,31,,pos
REV-008368,ORD-000496,PRD-00797,CUST-00223,1.0,Bad experience,Rider was rude on call Item missing from the box,2024-08-24 12:23:00,1,32,Bike,neg
REV-002137,ORD-009533,PRD-00774,CUST-03985,4.0,Delivery feedback,Tracking updates were accurate Drone drop was smooth and quick,2024-09-10 13:58:00,1,,Drone,pos
REV-005618,ORD-010108,PRD-00530,CUST-04766,2.0,,Drone dropped parcel in wrong spot Rider was rude on call,2024-10-14 12:44:00,0,,Bike,neg
REV-003365,ORD-002564,PRD-00145,CUST-01276,3.0,Delivery feedback,"Delivery was okay, nothing special Average experience",2024-07-21 10:17:00,1,89,,neu
REV-006505,ORD-003970,PRD-00404,CUST-00925,5.0,,,2024-12-02 13:44:00,1,68,,pos
REV-002508,ORD-004011,PRD-00020,CUST-04495,2.0,,Item missing from the box Rider was rude on call,2025-04-26 06:17:00,0,1,,neg
REV-009546,ORD-008247,PRD-00531,CUST-03412,1.0,,Item missing from the box Package arrived damaged,2024-10-30 18:12:00,1,66,Drone,neg
REV-003426,ORD-002497,PRD-00459,CUST-03193,3.0,Delivery feedback,"Product fine, delivery slow Average experience",2024-06-30 15:44:00,0,55,Drone,neu
REV-009620,ORD-004153,PRD-00596,CUST-00721,5.0,Good,Great experience overall 👍 Tracking updates were accurate,2024-03-12 11:00:00,1,90,Drone,pos
REV-004939,ORD-011804,PRD-00285,CUST-03398,4.0,,"Great experience overall 👍 Packaging was excellent, product intact",2024-01-18 20:44:00,1,64,Drone,pos
REV-005233,ORD-004592,PRD-00246,CUST-00196,5.0,Bad experience,Tracking updates were accurate Great experience overall 👍,2024-07-23 20:05:00,0,8,Drone,pos
REV-001627,ORD-009160,PRD-00434,CUST-04061,3.0,,Reached on time but packaging was weak Average experience,2025-04-22 06:00:00,0,75,Van,neu
REV-004973,ORD-011092,PRD-00029,CUST-01405,3.0,,"Delivery was okay, nothing special Product fine, delivery slow",2024-05-07 20:05:00,1,,Drone,neu
REV-001563,ORD-003705,PRD-00445,CUST-01489,3.0,Good,"Product fine, delivery slow Reached on time but packaging was weak",2025-10-06 19:44:00,1,,Van,neu
REV-005413,ORD-002218,PRD-00205,CUST-03034,1.0,Delivery feedback,Package arrived damaged Drone dropped parcel in wrong spot,2025-04-15 21:12:00,0,55,,neg
REV-000202,ORD-002346,PRD-00624,CUST-01956,2.0,Delivery feedback,No tracking updates at all Item missing from the box,2024-04-26 17:58:00,1,59,Truck,neg
REV-002096,ORD-002672,PRD-00777,CUST-03817,3.0,,"Average experience Product fine, delivery slow",2024-06-01 12:23:00,1,34,Drone,neu
REV-008778,ORD-013383,PRD-00104,CUST-03527,5.0,Bad experience,Delivery was faster than promised Great experience overall 👍,2024-01-14 17:00:00,0,11,Truck,pos
REV-010422,ORD-001720,PRD-00014,CUST-04390,5.0,,Drone drop was smooth and quick Tracking updates were accurate,2024-04-28 17:12:00,1,13,Bike,pos
REV-003799,ORD-003498,PRD-00551,CUST-03052,3.0,,"Product fine, delivery slow Delivery was okay, nothing special",2024-10-01 18:05:00,0,28,Bike,neu
REV-011247,ORD-005644,PRD-00490,CUST-04315,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2025-01-31 08:31:00,0,1,Bike,pos
REV-009226,ORD-005475,PRD-00484,CUST-04468,4.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-11-19 14:17:00,1,81,Truck,pos
REV-010769,ORD-014673,PRD-00205,CUST-01649,2.0,Good,Rider was rude on call Item missing from the box,2025-05-10 14:05:00,0,74,Truck,neg
REV-002155,ORD-001389,PRD-00521,CUST-01149,5.0,,"Drone drop was smooth and quick Packaging was excellent, product intact",2024-01-28 06:05:00,1,,Truck,pos
REV-001464,,PRD-00128,CUST-03359,5.0,,Rider was polite and on time Delivery was faster than promised,2024-02-20 21:12:00,0,84,,pos
REV-011341,ORD-002883,PRD-00639,CUST-01289,4.0,Delivery feedback,Great experience overall 👍 Tracking updates were accurate,2025-05-18 15:12:00,0,,Drone,pos
REV-008274,ORD-013641,PRD-00643,CUST-02585,1.0,,,2024-02-20 00:00:00,0,64,Drone,neg
REV-002015,ORD-003461,PRD-00348,CUST-04998,1.0,Delivery feedback,Delivery was 2 days late Package arrived damaged,2025-06-05 00:00:00,0,,Bike,neg
REV-002022,ORD-002591,PRD-00422,CUST-00621,5.0,Good,"Packaging was excellent, product intact Tracking updates were accurate",2024-07-08 00:00:00,1,,Drone,pos
REV-004509,ORD-000521,PRD-00583,CUST-00803,3.0,Good,Reached on time but packaging was weak Average experience,2024-05-07 00:00:00,1,73,Drone,neu
REV-001101,ORD-010636,PRD-00579,CUST-04809,5.0,Delivery feedback,Delivery was faster than promised Tracking updates were accurate,2024-11-10 13:58:00,1,76,Drone,pos
REV-001516,ORD-004366,PRD-00440,CUST-04730,5.0,Good,"Tracking updates were accurate Packaging was excellent, product intact",2025-12-05 12:58:00,0,21,Bike,pos
REV-003253,ORD-013032,PRD-00142,CUST-03685,5.0,,Rider was polite and on time Drone drop was smooth and quick,2025-11-01 19:58:00,1,,Drone,pos
REV-004141,ORD-005472,PRD-00669,CUST-04535,2.0,Good,Rider was rude on call Package arrived damaged,2024-06-06 13:17:00,0,41,,neg
REV-009258,ORD-004624,PRD-00647,CUST-02257,3.0,,"Delivery was okay, nothing special Reached on time but packaging was weak",2025-04-17 16:17:00,0,46,Drone,neu
REV-005541,ORD-014287,PRD-00614,CUST-01587,5.0,Good,Drone drop was smooth and quick Tracking updates were accurate,2024-08-25 13:44:00,0,,Drone,pos
REV-010387,ORD-002368,PRD-00551,CUST-02608,3.0,Good,Average experience Reached on time but packaging was weak,2024-08-14 17:58:00,0,41,Drone,neu
REV-007507,ORD-006299,PRD-00055,CUST-02259,3.0,Bad experience,"Average experience Delivery was okay, nothing special",2025-02-01 18:31:00,0,,Truck,neu
REV-008251,ORD-003129,PRD-00746,CUST-00161,3.0,,"Average experience Delivery was okay, nothing special",2024-07-29 21:12:00,0,53,,neu
REV-010165,ORD-004864,PRD-00303,CUST-03508,4.0,,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-01-01 19:17:00,1,6,Truck,pos
REV-000907,ORD-002248,PRD-00584,CUST-02740,4.0,,Rider was polite and on time Delivery was faster than promised,2024-01-21 15:44:00,0,61,Truck,pos
REV-000835,ORD-008576,PRD-00275,CUST-01821,5.0,,Rider was polite and on time Delivery was faster than promised,2024-09-20 20:23:00,0,,Drone,pos
REV-004690,ORD-013445,PRD-00158,CUST-03558,5.0,Good,Great experience overall 👍 Tracking updates were accurate,2024-04-15 20:00:00,0,76,Bike,pos
REV-011617,ORD-008203,PRD-00648,CUST-00516,2.0,,Item missing from the box Rider was rude on call,2024-04-29 13:17:00,1,51,Drone,neg
REV-006273,ORD-010154,PRD-00522,CUST-02631,5.0,Bad experience,Great experience overall 👍 Drone drop was smooth and quick,2024-09-25 10:05:00,0,41,Drone,pos
REV-009947,ORD-012652,PRD-00206,CUST-03131,4.0,Bad experience,Delivery was faster than promised Great experience overall 👍,2024-06-02 18:31:00,1,,Bike,pos
REV-002305,ORD-012594,PRD-00533,CUST-02699,1.0,Bad experience,No tracking updates at all Rider was rude on call,2024-12-17 16:23:00,1,53,Van,neg
REV-011389,ORD-003533,PRD-00245,CUST-01592,1.0,Good,Package arrived damaged Rider was rude on call,2024-07-05 20:31:00,1,77,Truck,neg
REV-002710,ORD-010967,PRD-00527,CUST-02816,5.0,Bad experience,"Drone drop was smooth and quick Packaging was excellent, product intact",2024-07-16 09:58:00,0,63,Drone,pos
REV-007527,ORD-009229,PRD-00468,CUST-00283,2.0,Bad experience,Item missing from the box Drone dropped parcel in wrong spot,2025-01-18 06:58:00,0,56,,neg
REV-005420,ORD-002130,PRD-00289,CUST-00347,3.0,,"Product fine, delivery slow Delivery was okay, nothing special",2024-08-05 09:17:00,0,,Drone,neu
