work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001012,VEH-0458,2025-01-29,Brake Pad Replacement,"Motor, ESC",,45490.94,13.2,,TEC-183
WO-001013,VEH-0451,2024-07-02,Propeller Replacement,Landing Skid,3.8,14047.19,48.1,0.0,TEC-001
WO-001014,VEH-0451,2024-10-17,Landing Gear Fix,Propeller x2,13.8,10320.63,5.3,1.0,TEC-197
WO-001015,VEH-0451,2024-03-01,Landing Gear Fix,Propeller x2,4.1,12746.79,33.5,,TEC-112
WO-001016,VEH-0451,2024-10-30,Firmware Update,Landing Skid,1.5,6349.32,43.9,0.0,TEC-218
WO-001017,VEH-0451,2024-12-02,Firmware Update,,1.3,16793.8,6.3,1.0,TEC-057
WO-001018,VEH-0105,2024-06-13,Engine Service,Landing Skid,2.4,12252.65,87.2,0.0,TEC-028
WO-001019,VEH-0496,2024-09-24,Propeller Replacement,"Motor, ESC",3.0,9725.8,92.0,0.0,TEC-180
WO-001020,VEH-0496,2024-05-04,Engine Service,Landing Skid,8.6,18852.15,49.2,0.0,TEC-076
WO-001021,VEH-0496,2025-05-27,Propeller Replacement,"Brake Pads, Fluid",12.5,826.74,41.3,0.0,TEC-217
WO-001022,VEH-0496,2025-05-09,Firmware Update,Propeller x2,6.7,32305.31,34.1,1.0,TEC-210
WO-001023,VEH-0496,2024-02-17,Battery Pack Swap,Propeller x2,6.7,44078.67,71.6,0.0,TEC-190
WO-001024,VEH-0496,2024-11-08,Frame Repair,Landing Skid,,47608.13,37.8,1.0,TEC-165
WO-001025,VEH-0331,2024-05-15,Landing Gear Fix,"Motor, ESC",12.8,46710.53,81.6,0.0,TEC-029
WO-001026,VEH-0331,2024-05-26,Motor Overhaul,"Motor, ESC",,45979.86,52.1,1.0,TEC-189
WO-001027,VEH-0331,2025-01-25,Landing Gear Fix,Landing Skid,12.4,3575.3,72.8,0.0,TEC-048
WO-001028,VEH-0331,2024-07-07,Engine Service,"Brake Pads, Fluid",2.5,22204.6,72.2,,TEC-002
WO-001029,VEH-0331,2025-06-28,Motor Overhaul,"Brake Pads, Fluid",1.4,23228.68,16.0,1.0,TEC-107
WO-001030,VEH-0331,2024-04-24,Battery Pack Swap,,6.6,14341.63,83.4,,TEC-104
WO-001031,VEH-0338,2024-12-24,Motor Overhaul,Battery Pack,,20270.96,10.6,0.0,TEC-029
WO-001032,VEH-0338,2024-12-15,Motor Overhaul,Propeller x2,6.8,42859.08,89.8,1.0,TEC-129
WO-001033,VEH-0481,2024-08-24,Battery Pack Swap,"Motor, ESC",11.9,44329.97,44.7,0.0,TEC-021
WO-001034,VEH-0454,2025-03-03,Brake Pad Replacement,,4.1,25224.12,7.4,0.0,TEC-061
WO-001035,VEH-0379,2024-07-06,Landing Gear Fix,Battery Pack,6.4,24350.37,26.5,,TEC-193
WO-001036,VEH-0379,2024-08-08,Brake Pad Replacement,Propeller x2,5.2,16746.55,77.4,1.0,TEC-066
WO-001037,VEH-0379,2025-01-16,Engine Service,"Brake Pads, Fluid",12.9,12313.83,65.6,0.0,TEC-066
WO-001038,VEH-0087,2025-05-20,Battery Pack Swap,Landing Skid,5.2,41813.49,11.6,1.0,TEC-155
WO-001039,VEH-0087,2024-02-17,Firmware Update,,7.3,27197.12,31.8,,TEC-174
WO-001040,VEH-0607,2025-02-21,Landing Gear Fix,,1.8,32026.16,29.4,1.0,TEC-215
WO-001041,VEH-0607,2024-10-10,Motor Overhaul,Landing Skid,4.2,1719.31,84.9,0.0,TEC-018
WO-001042,VEH-0607,2025-04-18,Firmware Update,Landing Skid,12.3,15876.94,14.9,1.0,TEC-071
WO-001043,VEH-0607,2025-05-26,Battery Pack Swap,"Motor, ESC",14.0,24894.76,68.6,0.0,TEC-011
WO-001044,VEH-0607,2024-07-13,Motor Overhaul,,11.8,7802.85,55.5,1.0,TEC-120
WO-001045,VEH-0110,2024-04-07,Battery Pack Swap,Battery Pack,11.7,18007.25,43.8,1.0,TEC-182
WO-001046,VEH-0110,2025-04-07,Brake Pad Replacement,"Brake Pads, Fluid",,23438.72,32.8,0.0,TEC-129
WO-001047,VEH-0110,2024-11-19,Frame Repair,Battery Pack,5.5,42233.27,12.0,,TEC-052
WO-001048,VEH-0110,2024-12-25,Frame Repair,Battery Pack,7.5,625.78,14.1,1.0,TEC-191
WO-001049,VEH-0110,2024-08-23,Routine Inspection,Propeller x2,5.8,6082.39,84.9,1.0,TEC-013
WO-001050,VEH-0533,2024-04-29,Brake Pad Replacement,,13.2,47683.09,61.4,0.0,TEC-211
WO-001051,VEH-0314,2025-03-15,Routine Inspection,Landing Skid,6.4,37821.69,93.7,1.0,TEC-030
WO-001052,VEH-0314,2024-11-25,Battery Pack Swap,,6.3,2542.39,16.3,1.0,TEC-093
WO-001053,VEH-0314,2025-06-16,Routine Inspection,Propeller x2,8.8,46071.44,65.1,1.0,TEC-025
WO-001054,VEH-0314,2024-04-06,Firmware Update,Battery Pack,11.8,47454.08,91.9,0.0,TEC-215
WO-001055,VEH-0314,2025-05-16,Frame Repair,Battery Pack,10.1,3016.93,57.9,1.0,TEC-106
WO-001056,VEH-0314,2025-06-21,Motor Overhaul,Propeller x2,12.1,6857.33,79.3,1.0,TEC-056
WO-001057,VEH-0029,2024-11-01,Frame Repair,Landing Skid,4.1,18188.89,49.1,1.0,TEC-135
WO-001058,VEH-0029,2024-04-18,Tyre Change,Landing Skid,1.6,14840.4,52.3,0.0,TEC-196
WO-001059,VEH-0029,2024-10-05,Frame Repair,Battery Pack,1.1,7469.7,38.9,,TEC-087
WO-001060,VEH-0029,2024-07-19,Engine Service,Battery Pack,6.9,42984.54,87.9,,TEC-208
WO-001061,VEH-0029,2024-12-09,Frame Repair,Landing Skid,0.9,9307.62,27.0,0.0,TEC-075
WO-001062,VEH-0144,2024-04-03,Brake Pad Replacement,Propeller x2,8.7,20300.88,70.9,0.0,TEC-162
WO-001063,VEH-0313,2025-04-25,Engine Service,Landing Skid,6.7,44023.68,7.0,1.0,TEC-008
WO-001064,VEH-0313,2024-11-07,Battery Pack Swap,Landing Skid,,11070.67,13.6,1.0,TEC-122
WO-001065,VEH-0313,2025-03-23,Battery Pack Swap,Landing Skid,8.2,2030.46,66.3,0.0,TEC-014
WO-001066,VEH-0313,2024-01-10,Tyre Change,Landing Skid,12.0,34052.91,95.5,0.0,TEC-151
WO-001067,VEH-0313,2024-01-13,Motor Overhaul,"Motor, ESC",3.7,40199.63,41.0,1.0,TEC-131
WO-001068,VEH-0269,2024-03-05,Propeller Replacement,"Brake Pads, Fluid",0.7,12018.42,75.7,,TEC-211
WO-001069,VEH-0269,2024-09-13,Brake Pad Replacement,Landing Skid,5.6,6302.87,93.0,1.0,TEC-202
WO-001070,VEH-0269,2024-07-30,Engine Service,,11.8,38027.7,38.7,0.0,TEC-025
WO-001072,VEH-0269,2024-01-06,Motor Overhaul,,5.2,2427.94,18.6,,TEC-152
WO-001073,VEH-0213,2024-06-30,Battery Pack Swap,"Motor, ESC",7.9,6866.85,37.5,1.0,TEC-154
WO-001074,VEH-0673,2024-05-13,Routine Inspection,"Motor, ESC",13.2,25106.15,70.4,0.0,TEC-116
WO-001075,VEH-0673,2024-05-21,Routine Inspection,,5.6,30659.36,63.3,1.0,TEC-136
WO-001076,VEH-0673,2024-01-14,Battery Pack Swap,,0.5,9687.88,69.6,0.0,TEC-165
WO-001077,VEH-0673,2025-04-26,Propeller Replacement,,,3124.09,63.0,0.0,TEC-121
WO-001078,VEH-0705,2024-01-09,Engine Service,Landing Skid,12.7,27056.39,63.4,1.0,TEC-090
WO-001079,VEH-0705,2024-12-20,Firmware Update,Propeller x2,10.9,24339.86,90.6,0.0,TEC-169
WO-001080,VEH-0705,2024-08-07,Propeller Replacement,"Motor, ESC",1.0,11323.44,69.0,,TEC-214
WO-001081,VEH-0705,2024-03-01,Propeller Replacement,Propeller x2,6.1,20218.93,36.3,1.0,TEC-068
WO-001082,VEH-0705,2024-09-08,Propeller Replacement,Propeller x2,9.5,24888.34,26.2,,TEC-207
WO-001083,VEH-0705,2024-10-17,Firmware Update,Landing Skid,8.1,6010.67,79.7,0.0,TEC-209
WO-001084,VEH-0679,2024-09-19,Motor Overhaul,"Brake Pads, Fluid",5.4,933.11,16.9,0.0,TEC-121
WO-001085,VEH-0679,2025-05-03,Battery Pack Swap,"Motor, ESC",4.7,31873.46,83.5,0.0,TEC-070
WO-001086,VEH-0679,2025-05-12,Firmware Update,Propeller x2,3.5,43674.11,22.6,1.0,TEC-081
WO-001087,VEH-0679,2024-08-29,Tyre Change,Battery Pack,1.0,31759.1,84.1,0.0,TEC-010
WO-001088,VEH-0679,2024-12-08,Frame Repair,,9.4,31629.85,94.9,1.0,TEC-129
WO-001089,VEH-0679,2025-02-16,Firmware Update,"Motor, ESC",,20142.27,84.9,1.0,TEC-045
WO-001090,VEH-0183,2024-10-13,Routine Inspection,,12.1,47188.02,72.0,0.0,TEC-052
WO-001091,VEH-0183,2024-09-19,Brake Pad Replacement,Landing Skid,3.7,10146.22,85.0,0.0,TEC-131
WO-001092,VEH-0183,2025-03-17,Frame Repair,"Brake Pads, Fluid",11.4,20646.96,82.6,0.0,TEC-057
WO-001093,VEH-0183,2024-02-05,Routine Inspection,,4.5,20358.33,4.9,1.0,TEC-156
WO-001094,VEH-0183,2025-02-12,Battery Pack Swap,Propeller x2,11.9,14704.48,2.5,0.0,TEC-166
WO-001095,VEH-0183,2024-01-02,Landing Gear Fix,Battery Pack,7.3,21061.3,57.8,1.0,TEC-186
WO-001096,VEH-0471,2025-06-12,Motor Overhaul,"Brake Pads, Fluid",11.2,12852.89,56.2,1.0,TEC-191
WO-001097,VEH-0471,2024-11-19,Engine Service,Landing Skid,8.1,37702.16,62.4,,TEC-108
WO-001098,VEH-0471,2025-02-28,Frame Repair,,2.1,5290.66,83.5,0.0,TEC-013
WO-001099,VEH-0471,2025-04-21,Motor Overhaul,,6.7,15176.85,71.6,1.0,TEC-181
WO-001100,VEH-0471,2024-08-09,Frame Repair,Landing Skid,7.9,35527.03,59.5,0.0,TEC-103
WO-001101,VEH-0181,2024-03-31,Brake Pad Replacement,Propeller x2,11.4,31616.72,83.2,1.0,TEC-203
WO-001102,VEH-0472,2024-09-22,Tyre Change,"Motor, ESC",8.9,11405.23,76.4,0.0,TEC-081
WO-001103,VEH-0472,2025-03-03,Propeller Replacement,"Brake Pads, Fluid",2.0,2235.08,25.6,,TEC-186
WO-001104,VEH-0472,2024-10-22,Brake Pad Replacement,"Brake Pads, Fluid",11.2,11266.69,94.6,1.0,TEC-059
WO-001105,VEH-0472,2025-03-03,Propeller Replacement,"Brake Pads, Fluid",1.8,43844.16,69.0,,TEC-196
WO-001106,VEH-0472,2024-05-13,Landing Gear Fix,"Brake Pads, Fluid",  ,989.48,88.6,0.0,TEC-176
WO-001107,VEH-0472,2024-02-13,Tyre Change,"Brake Pads, Fluid",2.7,33166.19,11.5,1.0,TEC-220
WO-001108,VEH-0021,2024-10-26,Routine Inspection,Propeller x2,12.5,11460.63,28.7,1.0,TEC-163
WO-001109,VEH-0021,2024-10-29,Brake Pad Replacement,Landing Skid,3.1,43516.19,67.6,1.0,TEC-203
WO-001110,VEH-0021,2024-02-18,Routine Inspection,Landing Skid,,19276.53,83.6,1.0,TEC-177
WO-001111,VEH-0288,2024-01-08,Brake Pad Replacement,Propeller x2,2.2,3479.43,62.5,0.0,TEC-153
WO-001112,VEH-0288,2025-01-19,Propeller Replacement,Battery Pack,13.2,14886.78,58.5,,TEC-031
WO-001113,VEH-0088,2024-02-17,Tyre Change,Battery Pack,12.2,31853.05,55.1,1.0,TEC-200
WO-001114,VEH-0088,2024-09-27,Engine Service,Battery Pack,11.0,5455.89,65.7,,TEC-201
WO-001115,VEH-0088,2024-11-12,Brake Pad Replacement,,6.5,24085.04,5.8,1.0,TEC-054
WO-001116,VEH-0088,2024-07-02,Engine Service,"Motor, ESC",6.4,11763.71,7.3,,TEC-150
WO-001117,VEH-0088,2024-05-11,Frame Repair,Propeller x2,4.5,29985.56,58.0,,TEC-154
WO-001118,VEH-0088,2025-02-17,Landing Gear Fix,"Brake Pads, Fluid",0.5,29471.72,9.7,0.0,TEC-051
WO-001120,VEH-0282,2024-09-14,Brake Pad Replacement,Battery Pack,13.3,46420.24,38.2,1.0,TEC-211
WO-001121,VEH-0282,2024-10-23,Propeller Replacement,,6.6,29749.39,58.5,0.0,TEC-016
WO-001123,VEH-0282,2024-07-11,Tyre Change,Landing Skid,3.9,45863.06,12.7,,TEC-114
WO-001124,VEH-0446,2025-01-16,Routine Inspection,Propeller x2,,10994.32,1.2,,TEC-067
WO-001126,VEH-0541,2024-01-27,Battery Pack Swap,,6.8,4951.43,62.8,1.0,TEC-154
WO-001127,VEH-0541,2024-09-18,Motor Overhaul,,1.4,43976.34,91.9,0.0,TEC-045
WO-001128,VEH-0486,2024-02-06,Landing Gear Fix,"Brake Pads, Fluid",5.2,26252.73,85.8,1.0,TEC-052
WO-001129,VEH-0486,2024-06-29,Firmware Update,Battery Pack,3.4,31971.95,88.5,1.0,TEC-114
WO-001131,VEH-0407,2024-02-19,Tyre Change,,4.4,4064.7,9.0,0.0,TEC-044
WO-001132,VEH-0407,2024-03-05,Brake Pad Replacement,"Motor, ESC",3.7,21839.68,14.8,1.0,TEC-014
WO-001133,VEH-0571,2024-11-08,Propeller Replacement,"Brake Pads, Fluid",11.8,28499.87,25.3,0.0,TEC-054
WO-001134,VEH-0571,2024-01-26,Brake Pad Replacement,,7.7,14643.74,33.0,1.0,TEC-163
WO-001135,VEH-0571,2024-02-07,Propeller Replacement,,5.8,47074.37,90.3,,TEC-166
WO-001136,VEH-0571,2025-05-03,Landing Gear Fix,"Motor, ESC",2.3,16794.49,78.4,1.0,TEC-009
WO-001137,VEH-0263,2024-06-13,Engine Service,"Brake Pads, Fluid",11.8,46316.38,69.0,0.0,TEC-152
WO-001138,VEH-0263,2024-12-08,Frame Repair,Propeller x2,8.4,32520.51,29.5,,TEC-126
WO-001140,VEH-0263,2025-05-10,Battery Pack Swap,"Motor, ESC",1.6,31103.17,75.1,0.0,TEC-057
WO-001141,VEH-0263,2024-11-15,Brake Pad Replacement,,12.1,4362.09,2.7,1.0,TEC-037
WO-001142,VEH-0370,2024-09-24,Tyre Change,"Brake Pads, Fluid",  ,4434.08,4.5,1.0,TEC-042
WO-001143,VEH-0370,2025-02-13,Brake Pad Replacement,"Motor, ESC",3.2,12692.87,87.7,1.0,TEC-108
WO-001144,VEH-0370,2024-04-26,Propeller Replacement,Battery Pack,2.0,32274.9,24.0,0.0,TEC-114
WO-001145,VEH-0370,2024-05-13,Motor Overhaul,Propeller x2,9.6,43113.89,93.0,1.0,TEC-218
WO-001146,VEH-0290,2025-04-17,Motor Overhaul,Propeller x2,1.8,4515.65,28.6,1.0,TEC-157
WO-001147,VEH-0290,2024-12-29,Landing Gear Fix,Landing Skid,10.0,20812.08,24.1,1.0,TEC-077
WO-001148,VEH-0038,2024-04-04,Landing Gear Fix,,6.4,46056.69,3.7,0.0,TEC-046
WO-001149,VEH-0038,2025-05-03,Frame Repair,"Motor, ESC",12.7,10577.04,83.8,,TEC-153
WO-001150,VEH-0038,2024-07-22,Frame Repair,Propeller x2,6.4,30127.51,49.1,1.0,TEC-022
WO-001151,VEH-0038,2024-07-26,Engine Service,Battery Pack,4.3,11786.82,57.4,,TEC-068
WO-001152,VEH-0038,2024-05-05,Tyre Change,,13.1,19495.67,62.8,0.0,TEC-010
WO-001153,VEH-0378,2024-01-02,Landing Gear Fix,,7.4,1535.39,31.8,1.0,TEC-186
WO-001154,VEH-0378,2024-06-04,Frame Repair,"Brake Pads, Fluid",10.9,35752.88,40.3,1.0,TEC-215
WO-001155,VEH-0378,2024-12-21,Tyre Change,"Motor, ESC",4.9,29782.96,23.2,1.0,TEC-013
WO-001156,VEH-0378,2024-04-14,Battery Pack Swap,,13.9,47861.66,83.7,0.0,TEC-024
WO-001157,VEH-0378,2025-03-04,Landing Gear Fix,"Brake Pads, Fluid",13.2,31049.62,68.5,1.0,TEC-020
WO-001158,VEH-0684,2024-07-03,Brake Pad Replacement,,4.5,15512.38,2.8,0.0,TEC-183
WO-001159,VEH-0684,2024-02-25,Frame Repair,,  ,17420.41,70.0,0.0,TEC-191
WO-001160,VEH-0684,2024-10-08,Tyre Change,"Motor, ESC",7.1,32883.12,4.9,1.0,TEC-188
WO-001161,VEH-0684,2024-08-31,Routine Inspection,,3.2,28933.01,80.3,1.0,TEC-118
WO-001162,VEH-0684,2025-03-19,Engine Service,Battery Pack,3.8,2659.19,30.7,1.0,TEC-144
WO-001163,VEH-0366,2024-05-26,Propeller Replacement,Battery Pack,6.9,25495.69,79.4,,TEC-110
WO-001164,VEH-0366,2024-02-21,Firmware Update,,7.9,9210.09,50.4,1.0,TEC-100
WO-001165,VEH-0366,2025-05-06,Brake Pad Replacement,Battery Pack,9.0,15651.05,1.9,0.0,TEC-045
WO-001166,VEH-9151,2024-10-30,Engine Service,Propeller x2,13.1,3951.98,1.8,0.0,TEC-179
WO-001167,VEH-0366,2025-03-25,Landing Gear Fix,Battery Pack,2.4,47049.17,82.0,0.0,TEC-084
WO-001168,VEH-0022,2024-04-04,Propeller Replacement,Propeller x2,3.5,37526.76,79.6,0.0,TEC-097
WO-001169,VEH-0022,2024-03-09,Brake Pad Replacement,"Brake Pads, Fluid",11.0,35445.62,21.3,0.0,TEC-158
WO-001170,VEH-0022,2024-03-06,Frame Repair,,4.5,19936.53,30.9,0.0,TEC-155
WO-001171,VEH-0022,2025-05-30,Brake Pad Replacement,Battery Pack,2.6,40194.65,24.1,0.0,TEC-171
WO-001172,VEH-0022,2024-10-18,Tyre Change,,8.9,24210.23,86.8,1.0,TEC-161
WO-001173,VEH-0568,2024-11-10,Propeller Replacement,"Brake Pads, Fluid",1.3,32978.67,81.6,0.0,TEC-079
WO-001174,VEH-0568,2024-10-29,Landing Gear Fix,Propeller x2,8.9,40093.34,33.2,1.0,TEC-105
WO-001175,VEH-0568,2024-01-05,Brake Pad Replacement,"Brake Pads, Fluid",3.6,38509.67,62.9,0.0,TEC-033
WO-001176,VEH-0568,2024-06-03,Routine Inspection,,12.1,17826.76,3.9,1.0,TEC-174
WO-001177,VEH-0568,2024-11-15,Engine Service,"Motor, ESC",10.2,23680.28,21.6,0.0,TEC-152
WO-001178,VEH-0582,2024-08-05,Frame Repair,Landing Skid,9.6,2439.42,25.0,0.0,TEC-002
WO-001179,VEH-0582,2025-06-30,Firmware Update,,11.0,34402.28,20.5,,TEC-090
WO-001180,VEH-0582,2025-06-05,Landing Gear Fix,,,14853.91,95.4,0.0,TEC-142
WO-001181,VEH-0547,2024-08-21,Motor Overhaul,Battery Pack,12.6,21558.15,56.2,0.0,TEC-016
WO-001182,VEH-0547,2024-10-13,Firmware Update,"Brake Pads, Fluid",13.0,33540.52,13.0,1.0,TEC-179
WO-001183,VEH-0547,2025-06-14,Battery Pack Swap,,6.5,12754.57,18.7,0.0,TEC-171
WO-001184,VEH-0547,2025-06-05,Landing Gear Fix,Propeller x2,3.1,10280.26,2.1,1.0,TEC-218
WO-001185,VEH-0547,2025-01-31,Engine Service,Landing Skid,2.0,22197.44,72.1,0.0,TEC-013
WO-001186,VEH-0547,2024-03-07,Engine Service,Landing Skid,1.0,19174.47,2.7,1.0,TEC-022
WO-001187,VEH-0665,2025-03-28,Frame Repair,"Motor, ESC",4.3,15623.5,51.3,1.0,TEC-149
WO-001188,VEH-0606,2024-08-28,Landing Gear Fix,,9.2,39341.46,16.0,1.0,TEC-107
WO-001189,VEH-0122,2025-05-20,Frame Repair,,2.7,40802.02,45.5,1.0,TEC-075
WO-001190,VEH-0686,2025-02-23,Motor Overhaul,,13.2,44611.25,32.1,0.0,TEC-171
WO-001191,VEH-0686,2025-01-12,Battery Pack Swap,,9.5,26681.47,85.7,0.0,TEC-126
WO-001192,VEH-0576,2025-06-11,Landing Gear Fix,Propeller x2,1.6,38049.64,8.7,0.0,TEC-110
WO-001193,VEH-0576,2024-02-01,Landing Gear Fix,Battery Pack,0.8,13914.45,13.0,0.0,TEC-190
WO-001194,VEH-0075,2025-04-16,Brake Pad Replacement,"Motor, ESC",2.5,18054.72,19.5,1.0,TEC-096
WO-001195,VEH-0075,2024-06-20,Firmware Update,Landing Skid,11.0,7093.0,34.3,1.0,TEC-193
WO-001196,VEH-0075,2024-12-23,Battery Pack Swap,"Brake Pads, Fluid",11.9,38112.36,42.3,,TEC-119
WO-001197,VEH-0075,2025-06-07,Landing Gear Fix,"Brake Pads, Fluid",12.2,30143.42,83.2,0.0,TEC-217
WO-001198,VEH-0075,2024-03-18,Battery Pack Swap,,8.4,32285.1,52.3,0.0,TEC-164
WO-001199,VEH-0075,2024-09-05,Propeller Replacement,Landing Skid,12.5,26550.53,17.0,0.0,TEC-135
WO-001200,VEH-0589,2025-01-06,Brake Pad Replacement,"Motor, ESC",3.3,7858.36,39.1,,TEC-048
WO-001201,VEH-0392,2024-05-11,Firmware Update,,6.1,7883.0,45.5,1.0,TEC-008
WO-001202,VEH-0392,2024-02-16,Propeller Replacement,,6.5,44139.63,66.2,1.0,TEC-014
WO-001203,VEH-0392,2024-08-28,Frame Repair,,12.3,12359.62,41.0,1.0,TEC-184
WO-001204,VEH-0392,2024-10-01,Landing Gear Fix,Propeller x2,2.0,15161.34,3.1,1.0,TEC-113
WO-001205,VEH-0392,2025-05-16,Brake Pad Replacement,,11.3,3303.05,55.8,0.0,TEC-181
WO-001206,VEH-0392,2025-01-11,Routine Inspection,Battery Pack,3.4,21466.4,52.6,,TEC-213
WO-001207,VEH-0698,2025-05-18,Firmware Update,,10.8,32490.82,4.0,1.0,TEC-024
WO-001208,VEH-0698,2025-02-16,Propeller Replacement,"Brake Pads, Fluid",0.6,38135.68,15.9,0.0,TEC-036
WO-001209,VEH-0354,2024-07-29,Landing Gear Fix,Propeller x2,5.8,46399.23,86.3,1.0,TEC-031
WO-001210,VEH-0354,2025-03-14,Brake Pad Replacement,"Brake Pads, Fluid",4.7,3253.57,54.5,1.0,TEC-053
WO-001211,VEH-0354,2024-04-26,Routine Inspection,,11.1,13789.56,1.9,1.0,TEC-099
WO-001212,VEH-0080,2024-06-22,Engine Service,,10.3,39152.3,24.9,0.0,TEC-085
WO-001213,VEH-0080,2024-01-18,Propeller Replacement,"Motor, ESC",6.2,5792.36,14.6,0.0,TEC-125
WO-001214,VEH-0080,2024-02-10,Frame Repair,,8.4,10724.36,33.8,0.0,TEC-065
WO-001215,VEH-0529,2024-02-26,Propeller Replacement,Landing Skid,13.1,27864.66,8.5,0.0,TEC-105
WO-001216,VEH-0529,2024-04-27,Routine Inspection,Landing Skid,0.8,46883.23,59.2,1.0,TEC-153
WO-001217,VEH-0529,2024-12-19,Frame Repair,"Motor, ESC",7.4,38781.14,54.6,1.0,TEC-184
WO-001218,VEH-0529,2024-10-16,Frame Repair,,2.8,30906.9,82.8,0.0,TEC-173
WO-001219,VEH-0529,2025-01-31,Brake Pad Replacement,"Brake Pads, Fluid",1.3,16909.26,28.2,0.0,TEC-006
WO-001220,VEH-0529,2025-02-18,Brake Pad Replacement,Battery Pack,3.6,16246.21,61.3,1.0,TEC-056
WO-001221,VEH-0280,2024-11-30,Battery Pack Swap,"Motor, ESC",12.2,25998.24,1.1,,TEC-086
WO-001222,VEH-0280,2024-02-24,Propeller Replacement,,2.5,40588.69,57.9,0.0,TEC-049
WO-001223,VEH-0280,2024-01-09,Battery Pack Swap,,3.4,41237.06,21.5,0.0,TEC-080
WO-001224,VEH-0280,2025-04-30,Brake Pad Replacement,"Motor, ESC",7.1,23383.99,85.2,1.0,TEC-079
WO-001225,VEH-0280,2025-05-22,Landing Gear Fix,Battery Pack,5.7,44603.91,73.7,1.0,TEC-101
WO-001226,VEH-0286,2025-02-16,Propeller Replacement,,11.3,33466.14,85.1,1.0,TEC-116
WO-001227,VEH-0273,2024-07-15,Routine Inspection,Battery Pack,2.1,18437.9,18.8,1.0,TEC-141
WO-001228,VEH-0273,2024-08-07,Motor Overhaul,Landing Skid,6.9,4049.09,25.3,1.0,TEC-069
WO-001229,VEH-0273,2024-09-26,Engine Service,"Motor, ESC",4.6,47900.22,10.5,,TEC-158
WO-001230,VEH-0273,2024-06-24,Tyre Change,Propeller x2,10.7,27042.52,27.2,,TEC-147
WO-001231,VEH-0273,2025-06-17,Landing Gear Fix,"Brake Pads, Fluid",6.6,21385.78,8.0,,TEC-141
WO-001232,VEH-0273,2024-05-01,Routine Inspection,Propeller x2,11.7,11099.76,49.3,1.0,TEC-075
WO-001233,VEH-0618,2025-04-26,Battery Pack Swap,Propeller x2,1.6,41059.02,43.7,0.0,TEC-164
WO-001234,VEH-0618,2025-06-13,Frame Repair,"Brake Pads, Fluid",11.3,24568.67,23.2,1.0,TEC-176
WO-001235,VEH-0618,2024-07-28,Motor Overhaul,"Motor, ESC",10.7,32901.9,62.6,,TEC-131
WO-001236,VEH-0618,2024-06-24,Battery Pack Swap,Propeller x2,13.3,19172.59,91.9,1.0,TEC-011
WO-001238,VEH-0126,2024-12-10,Brake Pad Replacement,"Motor, ESC",6.5,29878.23,89.5,,TEC-104
WO-001239,VEH-0126,2024-05-25,Tyre Change,,8.1,7856.48,89.7,,TEC-166
WO-001240,VEH-0126,2024-12-27,Brake Pad Replacement,Battery Pack,10.5,34933.16,62.7,1.0,TEC-118
WO-001242,VEH-0382,2025-01-29,Propeller Replacement,"Motor, ESC",8.3,46336.42,6.4,,TEC-006
WO-001243,VEH-0382,2025-01-05,Propeller Replacement,"Motor, ESC",3.6,13479.38,15.1,0.0,TEC-155
WO-001244,VEH-0382,2024-04-10,Battery Pack Swap,"Brake Pads, Fluid",9.9,46116.76,42.2,1.0,TEC-165
WO-001245,VEH-0342,2025-05-23,Routine Inspection,,10.1,38641.9,35.7,1.0,TEC-164
WO-001246,VEH-0342,2024-02-25,Frame Repair,"Motor, ESC",,2077.86,54.8,0.0,TEC-106
WO-001247,VEH-0342,2024-11-08,Frame Repair,Propeller x2,0.5,13163.46,80.1,,TEC-005
WO-001248,VEH-0342,2025-03-13,Motor Overhaul,"Motor, ESC",3.7,12244.64,26.8,0.0,TEC-110
WO-001249,VEH-0342,2024-06-11,Firmware Update,Landing Skid,4.4,41955.29,13.4,1.0,TEC-138
WO-001250,VEH-0342,2025-02-16,Landing Gear Fix,,10.1,39465.47,91.9,0.0,TEC-079
WO-001251,VEH-0153,2025-01-06,Propeller Replacement,,11.5,38783.43,10.0,1.0,TEC-092
WO-001252,VEH-0153,2025-04-14,Engine Service,"Brake Pads, Fluid",1.2,44729.26,33.9,0.0,TEC-135
WO-001253,VEH-0153,2025-02-02,Landing Gear Fix,"Brake Pads, Fluid",9.7,28076.76,46.0,,TEC-086
WO-001254,VEH-0153,2024-01-10,Brake Pad Replacement,"Motor, ESC",3.1,27463.37,37.6,0.0,TEC-209
WO-001255,VEH-0424,2024-10-05,Tyre Change,Landing Skid,4.1,31613.34,12.8,,TEC-216
WO-001256,VEH-0424,2024-12-08,Frame Repair,,8.7,14780.32,82.2,0.0,TEC-118
WO-001257,VEH-0424,2025-05-20,Brake Pad Replacement,,13.9,26930.52,4.7,,TEC-068
WO-001258,VEH-0424,2024-07-15,Routine Inspection,Landing Skid,12.2,14561.22,82.5,0.0,TEC-166
WO-001259,VEH-0424,2024-08-08,Battery Pack Swap,,9.3,40038.24,89.1,1.0,TEC-160
WO-001260,VEH-0690,2024-11-04,Motor Overhaul,Propeller x2,5.6,37483.77,92.5,0.0,TEC-062
WO-001261,VEH-0690,2024-03-09,Landing Gear Fix,Propeller x2,unknown,28906.29,53.6,0.0,TEC-202
