flight_id,drone_id,flight_timestamp,flight_duration_min,cumulative_flight_hours,battery_cycles,battery_start_pct,battery_end_pct,battery_health_pct,motor_temp_c,vibration_rms,payload_kg,max_altitude_m,wind_speed_kmph,gps_signal_quality,rotor_rpm_avg,error_codes,route_deviation_m,maintenance_required
FLT-0014011,VEH-0046,2024-09-04 21:53:41,9.3,132.39,278,100.0,65.7,86.0,75.4,2.931,4.53,111.4,17.6,Good,6446.0,,1.3,0
FLT-0033461,VEH-0112,2024-01-30 00:00:00,25.8,358.88,753,99.1,8.6,75.3,,1.98,4.9,112.6,1.8,Good,5902.0,E-BATT,11.7,0
FLT-0035339,VEH-0118,2024-03-26 00:07:16,29.0,813.38,1708,92.0,2.0,44.5,75.8,2.275,4.59,110.4,31.0,Fair,6335.0,E-BATT,32.6,0
FLT-0028910,VEH-0097,2024-05-26 02:35:00,5.4,611.6,1284,97.3,85.0,53.8,73.0,3.174,0.8,141.1,7.5,Poor,6062.0,,1.7,0
FLT-0002186,VEH-0008,2024-05-29 11:48:00,32.1,499.88,1049,86.4,2.0,64.6,75.0,2.498,3.18,105.9,19.8,Fair,6015.0,E-BATT,6.5,0
FLT-0040756,VEH-0136,2024-10-07 09:25:42,14.9,279.59,587,93.4,,78.7,68.5,3.018,4.65,94.9,16.1,Good,6034.0,,2.5,0
FLT-0008151,VEH-0028,2024-01-29 16:09:21,23.0,772.94,1623,92.4,10.0,48.5,62.9,2.414,4.92,46.7,4.6,Good,5928.0,E-BATT,12.7,0
FLT-0040628,VEH-0136,2024-04-17 23:35:00,31.9,235.31,494,92.8,34.1,83.6,64.8,1.125,0.46,63.9,33.0,Fair,,,7.5,0
FLT-0015186,VEH-0049,2024-06-30 13:59:00,37.1,916.26,1924,88.8,2.0,40.0,79.6,2.525,2.98,105.3,31.1,Good,6083.0,E-BATT,12.7,0
FLT-0034332,VEH-0115,2024-01-07 20:52:00,17.0,617.68,1297,93.0,61.5,58.2,62.9,1.737,0.32,151.0,32.8,Good,6848.0,,4.2,0
FLT-0020839,VEH-0070,2024-03-18 03:56:00,14.3,435.25,914,100.0,,65.1,84.2,3.18,,88.1,11.3,Fair,6208.0,,25.4,0
FLT-0023271,VEH-0078,2024-03-06 16:42:00,33.5,281.69,591,87.2,2.0,73.6,96.8,3.494,5.65,43.9,36.7,Poor,6619.0,E-THERM;E-BATT,35.3,0
FLT-0010511,VEH-0035,2024-06-05 07:48:44,33.5,474.1,995,93.8,2.8,66.0,78.9,2.099,2.39,117.6,41.3,Good,5965.0,E-BATT,10.0,0
FLT-0002330,VEH-0008,2024-09-04 21:23:00,37.4,551.98,1159,95.7,2.0,59.0,72.8,2.972,3.69,77.6,8.5,Good,5683.0,E-BATT,15.1,0
FLT-0006398,VEH-0022,2024-08-06 04:05:00,22.6,300.67,631,100.0,39.5,73.4,83.7,,1.74,57.5,33.9,Good,5957.0,,21.6,0
FLT-0025137,VEH-0084,2024-04-27 06:04:00,37.0,458.97,963,98.0,2.0,65.9,80.5,2.349,3.5,146.1,35.5,Good,6152.0,E-BATT,26.3,0
FLT-0012343,VEH-0041,2024-07-12 14:19:00,25.2,138.07,289,93.3,30.9,82.7,83.9,3.141,1.14,95.7,16.5,Good,6013.0,,10.7,0
FLT-0006971,VEH-0024,2024-04-13 11:30:08,34.8,108.82,228,89.8,2.0,85.7,76.0,3.517,2.44,61.9,20.3,Good,6149.0,E-BATT,38.4,0
FLT-0019420,VEH-0066,2024-02-25 10:55:00,14.3,736.34,1546,99.5,52.6,53.0,64.3,1.184,4.63,146.5,3.9,Poor,,,1.3,0
FLT-0008272,VEH-0028,2024-04-24 02:40:00,29.7,817.46,1716,94.3,2.0,43.7,72.0,3.078,5.17,42.3,9.7,Poor,,E-BATT,16.7,0
FLT-0000333,VEH-0002,2024-02-27 01:45:00,12.8,231.19,485,89.2,51.8,82.2,70.9,2.247,3.1,110.1,30.7,Fair,6283.0,,3.6,0
FLT-0011801,VEH-0039,2024-07-15 14:06:31,33.5,133.12,279,100.0,3.3,85.3,,2.607,2.45,47.4,16.1,Poor,6006.0,E-BATT,24.6,0
FLT-0035377,VEH-0118,2024-04-18 04:45:22,14.5,825.53,1733,99.6,51.6,43.2,72.4,2.816,3.76,77.6,31.4,Good,6200.0,E-GPS,1.0,0
FLT-0017797,VEH-0060,2024-02-16 00:00:00,9.3,318.68,669,92.0,67.3,77.7,68.0,2.04,2.57,36.5,32.2,Good,6379.0,,12.2,0
FLT-0008438,VEH-0028,2024-08-14 09:52:12,21.1,877.15,1842,92.0,35.5,40.0,,2.978,1.76,111.0,36.9,Poor,5813.0,,6.8,0
FLT-0033616,VEH-0112,2024-05-22 21:32:38,23.2,417.3,876,93.8,2.0,69.0,,,5.44,110.0,12.4,Fair,6174.0,E-BATT,12.2,0
FLT-0040169,VEH-0134,2024-07-24 10:25:00,20.0,703.13,1476,92.9,13.1,51.7,78.3,2.456,5.7,37.2,31.2,Good,6636.0,,24.0,0
FLT-0027858,VEH-0094,2024-02-27 08:57:53,14.1,879.66,1847,97.3,66.8,43.9,59.3,,1.5,133.4,41.5,Good,5819.0,,12.3,0
FLT-0001270,VEH-0005,2024-03-13 21:38:04,30.3,769.3,1615,100.0,29.1,43.0,77.7,2.856,0.83,151.7,21.7,Poor,6302.0,,38.6,0
FLT-0013049,VEH-0043,2024-05-27 15:30:00,33.4,608.06,1276,97.4,2.1,56.6,74.3,2.339,2.56,111.3,15.6,Fair,5635.0,E-BATT,15.1,0
FLT-0011083,VEH-0037,2024-06-15 03:46:48,18.9,478.33,1004,100.0,54.5,64.6,69.7,2.068,1.43,50.9,32.4,Good,6007.0,,14.3,0
FLT-0025177,VEH-0084,2024-05-22 13:01:45,19.4,473.75,994,100.0,47.4,64.3,71.0,2.35,,157.2,17.3,Poor,4893.0,,5.1,0
FLT-0029025,VEH-0097,2024-08-16 18:50:00,12.2,654.28,1373,93.9,51.4,49.2,85.0,3.251,3.29,152.7,1.4,Fair,5991.0,,12.0,0
FLT-0039964,VEH-0134,2024-01-03 18:25:19,33.6,631.92,1327,86.6,7.9,59.7,57.4,1.54,,140.5,20.5,Good,6633.0,E-BATT,4.6,0
FLT-0041100,VEH-0138,2024-02-16 17:31:58,23.0,285.6,599,94.6,14.0,81.6,63.7,2.219,5.32,124.8,21.5,Poor,6109.0,,9.5,0
FLT-0013082,VEH-0043,2024-06-19 18:56:55,28.4,619.02,1299,100.0,38.9,55.3,63.8,2.411,0.74,38.2,1.7,Good,6182.0,,25.6,0
FLT-0002485,VEH-0009,2024-10-05 10:38:39,21.1,586.99,1232,94.7,22.3,54.1,87.1,3.306,3.28,98.7,25.8,Good,6087.0,,15.2,0
FLT-0015387,VEH-0050,2024-06-20 06:13:55,18.5,88.77,186,99.4,36.1,90.6,76.8,1.983,,63.6,31.1,Poor,6270.0,,16.8,0
FLT-0040658,VEH-0136,2024-05-06 00:00:00,38.0,245.2,514,97.2,2.0,82.4,70.9,2.266,3.32,65.2,30.6,Poor,6715.0,E-BATT,18.2,0
FLT-0027279,VEH-0092,2024-10-05 03:30:04,29.2,116.73,245,94.1,2.0,87.4,77.9,2.795,4.2,51.5,6.1,Poor,6385.0,E-BATT,19.4,0
FLT-0026303,VEH-0088,2024-07-24 18:15:03,8.2,442.65,929,90.1,58.9,68.3,75.7,2.663,5.27,35.9,13.7,Poor,6059.0,,26.0,0
FLT-0009020,VEH-0030,2024-06-21 23:19:54,4.5,636.59,1336,94.2,77.1,49.5,89.4,3.955,,96.6,9.0,Poor,6036.0,E-THERM;E-VIB,10.8,1
FLT-0031791,VEH-0106,2024-10-07 02:45:45,30.7,381.49,801,96.0,2.0,66.4,90.7,3.879,5.41,117.6,10.4,Good,5884.0,E-THERM;E-VIB;E-BATT,37.3,0
FLT-0012901,VEH-0043,2024-02-15 03:46:54,21.4,558.24,1172,93.8,20.8,62.0,72.3,2.429,,151.5,18.0,Good,5855.0,,28.7,0
FLT-0021481,VEH-0072,2024-06-15 19:34:42,34.7,330.55,694,95.6,2.0,69.7,86.0,3.628,2.32,154.6,16.2,Good,5508.0,E-VIB;E-BATT,27.6,0
FLT-0033740,VEH-0112,2024-08-16 07:42:02,32.5,461.99,970,98.1,2.0,64.3,76.7,,2.74,61.3,0.5,Good,6367.0,E-BATT,23.2,0
FLT-0008739,VEH-0029,2024-07-15 11:31:18,32.9,964.49,2025,88.8,6.1,40.0,92.1,3.636,0.85,54.9,35.4,Good,5857.0,E-THERM;E-VIB;E-BATT,19.0,1
FLT-0022653,VEH-0076,2024-12-05 08:57:52,10.7,750.21,1575,93.8,52.5,47.6,80.6,2.73,5.09,139.7,12.2,Good,6297.0,,9.4,0
FLT-0038231,VEH-0128,2024-05-22 07:03:04,30.9,694.11,1457,100.0,33.3,51.6,66.3,1.911,0.89,149.3,10.0,Fair,5937.0,,20.8,0
FLT-0019525,VEH-0066,2024-05-05 00:00:00,6.7,773.19,1623,90.4,73.6,48.9,63.2,1.461,2.14,152.5,15.4,Good,7070.0,,6.3,0
FLT-0039845,VEH-0133,2024-07-13 17:51:28,4.6,669.81,1406,95.8,78.4,50.2,82.3,3.348,4.32,142.5,11.1,Good,6360.0,,15.6,0
FLT-0029328,VEH-0098,2024-02-08 11:31:53,24.8,660.76,1387,95.6,22.3,50.6,86.1,2.808,2.38,111.5,13.3,Good,6145.0,,18.7,0
FLT-0028486,VEH-0096,2024-03-25 05:30:19,30.6,72.26,151,91.7,2.0,90.8,68.7,2.637,4.29,99.8,4.0,Poor,5427.0,E-BATT,2.6,0
FLT-0003514,VEH-0012,2024-07-22 02:36:00,7.7,490.8,1030,97.1,77.3,60.0,84.7,3.032,1.3,50.2,32.9,Poor,6056.0,,15.4,0
FLT-0005550,VEH-0019,2024-06-27 17:32:20,25.8,632.28,1327,100.0,45.5,54.4,65.9,2.175,,130.5,6.5,Fair,6060.0,,30.1,0
FLT-0028884,VEH-0097,2024-04-05 01:03:44,16.3,602.71,1265,97.8,51.5,54.7,72.5,3.266,2.17,39.4,10.8,Good,6131.0,,31.2,0
FLT-0041433,VEH-0138,2024-05-10 08:36:43,26.5,396.9,833,100.0,2.0,69.0,79.5,3.017,4.81,127.0,29.3,Good,5452.0,E-BATT,2.4,0
FLT-0013117,VEH-0043,2024-07-15 04:35:56,33.6,631.62,1326,96.3,2.0,53.9,,2.764,2.87,46.1,5.5,Fair,6490.0,E-BATT,13.7,0
FLT-0030064,VEH-0101,2024-03-18 08:54:00,35.3,454.1,953,92.3,5.6,67.8,66.7,1.6,1.8,31.5,33.1,Fair,,E-BATT,19.5,0
FLT-0033462,VEH-0112,2024-01-31 12:13:46,19.9,359.21,754,92.5,46.1,75.3,65.0,1.469,1.72,63.6,39.5,Good,5779.0,,10.7,0
FLT-0022700,VEH-0076,2024-06-12 21:43:00,28.8,766.12,1608,91.8,,45.9,75.4,2.479,3.76,38.3,4.4,Good,6168.0,E-BATT,35.0,0
FLT-0022297,VEH-0075,2024-05-02 11:58:00,8.8,838.73,1761,90.6,53.5,41.2,80.6,2.839,5.77,127.6,12.3,Good,6223.0,,19.1,0
FLT-0033142,VEH-0111,2024-01-17 11:40:00,16.5,249.59,524,96.0,39.2,84.1,55.3,1.763,5.21,137.1,4.3,Good,6026.0,,17.2,0
FLT-0038169,VEH-0128,2024-11-04 00:05:29,17.0,672.86,1413,100.0,37.8,54.0,76.0,2.637,4.93,155.9,25.3,Good,6472.0,,26.7,0
FLT-0038721,VEH-0130,2024-04-13 00:23:49,11.7,147.55,309,95.3,66.4,83.9,72.7,2.69,1.35,131.5,3.0,Good,6428.0,,21.3,0
FLT-0034522,VEH-0115,2024-05-16 04:32:04,19.1,684.71,1437,99.2,21.2,50.7,85.2,3.091,5.38,121.5,32.2,Fair,6643.0,,8.3,0
FLT-0022747,VEH-0076,2024-07-14 21:20:48,27.0,780.77,1639,92.6,32.5,44.2,77.7,2.46,0.8,48.2,30.6,Fair,6201.0,,17.8,0
FLT-0027746,VEH-0093,2024-07-27 17:11:05,4.4,277.2,582,90.2,73.2,73.7,86.7,3.276,4.29,131.7,3.9,Fair,6495.0,,21.3,0
FLT-0031754,VEH-0106,2024-06-17 22:27:00,25.9,369.09,775,95.4,36.7,67.8,85.5,2.905,0.62,99.6,36.3,Fair,,,31.1,0
FLT-0014018,VEH-0046,2024-04-14 00:00:00,23.6,135.44,284,91.3,28.2,85.7,71.1,2.54,2.01,99.9,9.8,Good,6972.0,,4.1,0
FLT-0002363,VEH-0009,2024-02-18 13:54:00,4.6,545.99,1146,97.6,87.6,58.7,75.9,2.523,0.64,112.3,40.0,Good,6334.0,,10.8,0
FLT-0022495,VEH-0075,2024-09-13 04:50:00,13.4,907.57,1905,97.2,47.8,40.0,83.8,3.786,3.79,55.7,15.7,Poor,6252.0,E-VIB,51.9,1
FLT-0013906,VEH-0045,2024-09-10 09:50:00,7.1,854.05,1793,99.5,73.0,40.1,74.8,2.81,4.54,143.7,19.9,Good,5909.0,,6.5,0
FLT-0016723,VEH-0055,2024-06-29 03:53:00,33.4,519.39,1090,95.8,2.0,58.1,91.4,3.827,5.51,110.1,36.0,Fair,6518.0,E-THERM;E-VIB;E-BATT,41.1,0
FLT-0021119,VEH-0071,2024-01-22 03:37:34,6.3,732.6,1538,92.5,67.9,47.1,83.0,3.315,4.82,94.7,26.4,Fair,6266.0,,1.1,0
FLT-0036467,VEH-0122,2024-12-05 19:37:13,23.0,123.62,259,100.0,19.4,89.5,74.7,2.246,4.73,33.6,39.9,Poor,6280.0,,6.4,0
FLT-0034091,VEH-0113,2024-07-08 09:00:16,34.4,302.23,634,96.8,2.0,71.3,95.2,3.724,5.6,65.9,13.4,Good,6603.0,E-THERM;E-VIB;E-BATT,9.9,0
FLT-0020818,VEH-0070,2024-03-05 03:00:00,14.5,426.66,895,94.0,39.4,65.9,85.9,,4.38,37.1,36.0,Good,6129.0,,13.5,0
FLT-0030757,VEH-0103,2024-04-03 20:25:50,5.4,818.69,1719,98.6,84.1,43.0,71.2,2.523,2.12,126.1,18.6,Good,6418.0,,6.4,0
FLT-0034131,VEH-0114,2024-03-25 16:42:00,32.4,696.02,1461,95.4,,48.1,73.9,3.112,2.62,157.7,1.6,Good,6156.0,E-BATT;E-GPS,16.0,0
FLT-0022930,VEH-0077,2024-05-15 01:07:36,11.0,884.38,1857,99.2,66.7,40.0,90.2,3.387,2.16,45.8,21.9,Good,6683.0,E-THERM,30.8,1
FLT-0024837,VEH-0083,2024-02-06 16:27:00,6.8,244.89,514,98.9,73.2,80.7,77.2,2.589,5.18,102.2,17.4,Poor,5941.0,,36.7,0
FLT-0034237,VEH-0114,2024-06-06 20:45:00,18.2,732.6,1538,95.8,32.4,44.0,96.5,3.878,3.25,88.6,35.6,Poor,6392.0,E-THERM;E-VIB,32.3,1
FLT-0015415,VEH-0050,2024-07-10 00:00:00,14.8,98.18,206,100.0,46.9,89.5,76.6,2.332,4.59,84.2,18.5,Fair,5589.0,,31.9,0
FLT-0037958,VEH-0127,2024-07-05 10:09:00,11.1,520.3,1092,90.2,51.3,57.4,93.5,3.441,3.29,98.0,34.7,Good,6089.0,E-THERM,23.7,0
FLT-0021047,VEH-0070,2024-11-08 16:36:00,10.4,504.38,1059,98.5,59.6,57.5,90.9,3.386,3.67,122.6,21.2,Good,6580.0,E-THERM,5.2,0
FLT-0031235,VEH-0104,2024-09-08 04:06:57,33.4,951.37,1997,89.9,2.0,40.0,102.5,4.384,5.78,86.9,40.9,Good,6060.0,E-THERM;E-VIB;E-BATT,13.5,1
FLT-0017616,VEH-0059,2024-11-03 09:02:00,17.6,868.7,1824,94.5,46.7,43.9,61.7,1.543,2.9,156.5,36.5,Good,5713.0,,19.9,0
FLT-0006906,VEH-0024,2024-02-25 11:02:00,22.5,85.01,178,93.9,40.8,88.3,70.4,2.37,1.16,155.3,10.2,Fair,5552.0,,26.2,0
FLT-0025408,VEH-0085,2024-07-03 01:20:44,25.4,190.83,400,100.0,38.1,80.5,80.4,3.272,1.19,134.2,20.6,Good,6314.0,,1.2,0
FLT-0037190,VEH-0125,2024-02-25 20:23:06,37.6,482.15,1012,94.1,2.0,67.6,64.5,1.63,2.1,125.9,38.4,Good,5992.0,E-BATT,23.5,0
FLT-0018179,VEH-0061,2024-07-06 17:48:33,30.6,511.65,1074,97.0,2.0,61.1,84.5,3.251,3.26,87.7,40.4,Good,5844.0,E-BATT,5.7,0
FLT-0033579,VEH-0112,2024-04-28 10:58:32,14.4,402.53,845,100.0,67.2,70.5,67.5,1.854,1.27,74.4,23.0,Good,6235.0,,15.9,0
FLT-0002255,VEH-0008,2024-07-16 02:56:00,32.9,526.03,1104,98.8,34.9,61.9,65.5,1.757,0.31,148.6,12.4,Good,5615.0,,23.1,0
FLT-0017530,VEH-0058,2024-12-07 05:22:54,24.4,341.0,716,98.9,30.0,73.9,75.2,2.176,2.57,105.7,29.1,Good,6006.0,,7.7,0
FLT-0002248,VEH-0008,2024-10-07 03:01:38,10.5,522.88,1098,95.9,64.8,62.2,71.9,2.205,2.89,134.8,10.8,Good,6382.0,,24.5,0
FLT-0014191,VEH-0046,2024-08-13 21:22:00,7.9,191.75,402,96.5,62.5,79.2,92.3,3.452,5.33,36.9,19.5,Poor,6337.0,E-THERM,13.2,0
FLT-0027756,VEH-0093,2024-02-08 19:23:22,6.7,280.11,588,85.6,60.2,73.3,87.5,3.319,4.08,55.3,15.6,Good,6330.0,,5.6,0
FLT-0023482,VEH-0079,2024-02-16 07:11:58,21.7,678.75,1425,98.3,47.0,48.9,76.0,2.958,0.91,57.0,11.2,Poor,6176.0,,22.5,0
FLT-0021910,VEH-0074,2024-02-28 11:44:47,5.8,134.02,281,99.3,79.5,85.4,82.7,2.624,3.76,159.0,40.1,Good,5128.0,,12.2,0
FLT-0007043,VEH-0024,2024-05-29 08:48:00,18.7,135.25,284,89.9,26.3,82.8,82.5,2.965,3.26,104.7,26.2,Poor,6208.0,,6.8,0
FLT-0013196,VEH-0043,2024-09-02 06:33:00,21.6,657.54,1380,92.6,40.2,51.1,83.9,2.784,1.17,105.3,31.1,Good,6518.0,,34.9,0
FLT-0036347,VEH-0122,,23.5,82.07,172,93.6,40.0,94.0,63.2,0.999,1.81,136.1,25.4,Good,6140.0,,34.9,0
FLT-0025302,VEH-0084,2024-08-16 23:01:00,22.4,518.31,1088,98.0,32.2,59.4,,3.542,2.3,126.9,23.7,Good,6866.0,,35.2,0
FLT-0008735,VEH-0029,2024-07-12 00:00:00,24.0,962.73,2021,100.0,2.0,40.0,107.4,4.059,5.47,141.3,36.3,Good,6931.0,E-THERM;E-VIB;E-BATT;E-GPS,28.7,1
FLT-0036000,VEH-0120,2024-06-16 23:23:08,19.3,952.21,1999,93.7,41.9,40.0,83.6,3.11,1.47,139.2,15.7,Good,6107.0,,8.3,1
FLT-0014311,VEH-0046,2024-10-28 15:57:00,4.7,235.89,495,100.0,81.3,74.5,86.5,,4.2,146.7,11.6,Good,6452.0,E-VIB,28.3,0
FLT-0026988,VEH-0091,2024-04-29 04:58:05,11.1,871.07,1829,94.4,70.8,42.6,,1.588,1.1,121.9,27.4,Good,6017.0,,24.0,0
FLT-0035895,VEH-0120,2024-05-04 18:28:00,32.2,915.58,1922,100.0,2.0,40.0,83.6,3.312,3.15,140.1,31.1,Good,,E-BATT;E-GPS,14.6,0
FLT-0020874,VEH-0070,2024-04-12 01:56:00,14.2,445.32,935,94.7,36.7,63.8,90.3,3.429,4.95,54.8,29.7,Good,6467.0,E-THERM,35.9,0
FLT-0024606,VEH-0082,,11.9,866.91,1820,93.2,57.7,40.0,72.4,,2.83,105.9,11.9,Good,5877.0,E-GPS,13.5,0
FLT-0006805,VEH-0023,2024-10-29 23:02:00,22.9,941.04,1976,100.0,43.1,40.0,76.2,1.969,1.42,155.6,26.9,Poor,6209.0,,19.6,0
FLT-0030312,VEH-0102,2024-09-01 01:16:13,36.2,368.96,774,96.1,2.0,75.4,68.2,1.67,3.42,46.2,37.5,Fair,5915.0,E-BATT,13.5,0
FLT-0016104,VEH-0053,2024-05-19 23:54:46,27.7,173.14,363,89.9,2.0,85.4,72.3,2.219,3.91,145.8,27.0,Good,6432.0,E-BATT,26.8,0
FLT-0012020,VEH-0040,2024-08-03 17:35:53,8.4,328.15,689,94.3,66.5,72.4,79.3,2.906,3.37,48.5,12.0,Fair,6545.0,,27.3,0
FLT-0022497,VEH-0076,2024-01-29 04:43:09,24.9,698.45,1466,98.4,6.5,53.5,60.4,2.286,5.29,71.5,4.6,Poor,6440.0,E-BATT,20.8,0
FLT-0027186,VEH-0092,2024-03-10 00:00:00,24.5,86.41,181,95.0,40.4,90.8,62.0,2.207,1.2,131.6,1.3,Good,5892.0,,18.9,0
FLT-0036357,VEH-0122,2024-02-24 22:37:41,27.6,85.3,179,97.9,2.0,93.7,60.2,2.054,5.76,159.8,2.7,Poor,5993.0,E-BATT,1.6,0
FLT-0033213,VEH-0111,2024-03-08 00:00:00,29.3,273.95,575,93.5,13.5,81.4,59.8,1.878,2.94,111.4,12.2,Good,5718.0,,24.8,0
FLT-0040221,VEH-0135,2024-02-18 15:53:30,24.1,443.01,930,93.3,39.2,67.9,65.9,2.072,1.17,158.7,35.3,Fair,6304.0,,5.7,0
FLT-0015766,VEH-0051,,4.2,225.2,472,90.9,76.3,77.9,85.0,3.164,,141.4,20.6,Good,6543.0,,20.1,0
FLT-0041571,VEH-0139,,18.5,310.12,651,92.1,28.1,75.6,71.6,2.515,4.14,126.8,3.8,Good,5273.0,,10.5,0
FLT-0018425,VEH-0062,2024-06-09 00:00:00,20.8,141.05,296,94.3,37.2,81.6,83.9,3.007,1.64,30.4,8.1,Good,7201.0,,8.2,0
FLT-0040578,VEH-0136,2024-03-17 09:29:58,32.6,218.22,458,96.1,2.0,85.4,66.0,,5.0,156.7,20.8,Good,6019.0,E-BATT,11.2,0
FLT-0036249,VEH-0121,2024-06-27 17:38:00,7.1,540.67,1135,92.3,73.7,60.1,75.5,2.44,1.87,49.8,29.8,Good,6379.0,,23.5,0
FLT-0000102,VEH-0001,2024-08-04 21:32:50,,267.61,561,90.7,34.9,75.6,80.7,3.27,2.29,106.4,13.2,Fair,6047.0,,23.4,0
FLT-0000365,VEH-0002,2024-03-19 15:42:14,25.6,242.29,508,96.5,43.0,81.1,63.8,2.015,0.84,151.1,8.1,Good,6396.0,,0.1,0
FLT-0023383,VEH-0078,2024-08-23 02:58:24,37.6,318.79,669,88.9,2.0,69.4,93.7,4.065,3.3,61.1,31.5,Good,6524.0,E-THERM;E-VIB;E-BATT,32.7,1
FLT-0037394,VEH-0125,2024-07-16 22:16:00,16.2,552.82,1160,96.1,40.9,59.7,82.0,,3.87,83.6,15.5,Good,6438.0,,29.1,0
FLT-0003258,VEH-0012,2024-01-28 05:16:00,4.3,404.31,849,98.0,81.2,69.3,80.3,3.377,5.15,110.4,30.5,Poor,6714.0,,4.2,0
FLT-0015671,VEH-0051,2024-12-04 20:24:00,16.8,192.64,404,95.7,35.9,81.4,75.4,,4.04,65.7,4.9,Fair,7092.0,,19.8,0
FLT-0004159,VEH-0015,2024-02-21 06:31:27,25.7,632.38,1328,94.6,2.3,59.0,68.8,1.473,5.36,132.3,31.9,Good,6559.0,E-BATT,26.3,0
FLT-0040587,VEH-0136,2024-03-24 09:39:00,26.1,221.88,465,92.8,48.0,85.1,55.1,0.749,0.21,156.1,18.6,Poor,5509.0,,4.1,0
FLT-0025540,VEH-0085,2024-06-06 07:29:12,29.2,238.43,500,99.2,2.0,75.4,88.6,3.649,4.32,118.5,34.6,Poor,6929.0,E-THERM;E-VIB;E-BATT;E-GPS,22.5,0
FLT-0013284,VEH-0044,2024-04-01 13:20:00,11.0,70.74,148,93.6,61.0,89.7,,2.651,2.71,103.0,0.2,Good,5832.0,,15.0,0
FLT-0030850,VEH-0103,2024-07-06 21:18:48,31.4,850.88,1786,97.2,2.0,40.0,85.6,3.382,4.8,87.2,30.0,Good,6488.0,E-BATT,18.2,0
FLT-0035551,VEH-0119,2024-02-23 10:03:08,17.2,127.77,268,91.6,49.3,88.8,58.3,1.856,1.89,93.7,11.1,Fair,6184.0,,1.9,0
FLT-0006636,VEH-0023,2024-07-07 20:25:55,16.6,883.4,1855,100.0,53.7,40.2,73.9,2.212,2.58,150.3,33.7,Good,5787.0,,7.5,0
FLT-0009617,VEH-0032,2024-05-11 02:05:00,34.1,483.79,1015,99.6,2.0,67.0,70.4,2.46,5.32,43.4,12.6,Good,5944.0,E-BATT,17.4,0
FLT-0010945,VEH-0037,2024-03-13 13:11:42,33.4,430.5,904,94.1,2.0,69.8,72.0,2.513,,72.8,12.9,Good,6701.0,E-BATT,4.4,0
FLT-0034695,VEH-0116,2024-03-21 15:07:28,37.9,653.23,1371,96.4,2.0,55.9,63.6,2.008,3.05,129.3,9.2,Good,6250.0,E-BATT,16.0,0
FLT-0029762,VEH-0100,2024-12-02 15:32:30,35.8,195.41,410,96.4,2.0,85.2,72.6,3.138,,104.0,35.2,Good,5689.0,E-BATT,14.9,0
FLT-0021261,VEH-0071,2024-03-05 12:14:28,20.4,780.75,1639,90.6,47.5,41.8,73.0,3.321,,48.3,4.6,Good,5835.0,,7.3,0
FLT-0008743,VEH-0029,2024-07-17 21:15:11,20.3,966.01,2028,94.9,2.0,40.0,96.8,4.373,,100.9,10.0,Good,6255.0,E-THERM;E-VIB;E-BATT,26.1,1
FLT-0011079,VEH-0037,2024-06-12 07:07:00,22.2,476.9,1001,98.8,36.3,64.8,76.8,,2.46,86.2,27.3,Fair,6852.0,,13.0,0
FLT-0008267,VEH-0028,2024-04-20 04:58:00,17.5,815.15,1711,100.0,44.8,43.9,73.6,2.237,3.39,126.3,17.5,Good,6448.0,,17.3,0
FLT-0010033,VEH-0033,2024-07-02 20:19:00,30.5,158.71,333,94.1,28.5,82.3,77.0,2.794,0.49,125.8,31.2,Good,5654.0,,3.4,0
FLT-0030971,VEH-0103,2024-08-27 21:31:29,18.3,891.81,1872,94.6,54.0,40.0,77.5,2.659,0.53,85.8,18.9,Good,5559.0,,5.3,0
FLT-0021191,VEH-0071,2024-03-13 21:45:00,26.3,757.44,1590,94.2,2.0,44.4,95.8,3.496,5.63,87.0,32.7,Poor,6556.0,E-THERM;E-BATT,6.6,1
FLT-0005661,VEH-0020,2024-02-08 05:36:54,35.9,635.91,1335,91.8,2.0,56.0,75.2,,4.5,43.0,28.8,Good,6703.0,E-BATT;E-GPS,10.8,0
FLT-0038713,VEH-0130,2024-04-07 21:11:40,34.3,144.76,303,91.5,2.0,84.2,90.4,2.995,,139.1,36.5,Good,6120.0,E-THERM;E-BATT,9.4,0
FLT-0038987,VEH-0131,2024-03-05 23:56:00,35.9,867.29,1821,94.3,2.0,41.9,67.2,2.129,2.41,154.8,8.2,Good,6215.0,E-BATT,4.0,0
FLT-0024707,VEH-0082,,13.6,902.25,1894,97.9,64.1,40.0,73.7,2.921,,123.8,17.3,Good,6258.0,,3.5,0
FLT-0005961,VEH-0020,2024-08-26 14:36:34,11.4,741.84,1557,97.4,49.2,44.5,87.1,3.984,5.14,33.4,14.0,Good,5911.0,E-VIB,40.9,1
FLT-0025061,VEH-0084,2024-02-03 14:42:04,36.6,433.39,910,100.0,15.8,68.7,,2.041,1.35,157.7,0.2,Fair,6151.0,,31.1,0
FLT-0026982,VEH-0091,2024-04-23 17:00:00,23.0,868.99,1824,97.7,39.9,42.8,67.9,1.978,2.15,53.4,36.3,Fair,5511.0,,23.7,0
FLT-0001896,VEH-0007,2024-04-23 07:38:43,21.5,144.97,304,93.9,16.3,86.5,75.1,2.693,4.62,133.5,12.5,Good,6683.0,,16.3,0
